s1|s2|sts_score|bleurt_score
A small dog looking up at the camera while standing on grass.|A man and women smiling at the camera while standing in a kitchen.|0.16|-0.7595881819725037
A tan calf with a yellow tag on his left ear looking at the camera.|A man with glasses and two plastic bottles in the foreground.|0.12|-1.3622441291809082
Black and white photo of couch with purse at one end.|a black and white photo of a cow under a tree.|0.0|-1.0917811393737793
Two men on boat floating on the water.|Large green boat floating on water.l.|0.48|-0.8059160113334656
This is a rear view of a Chevrolet sports car.|The rear view of a red Chevrolet concept car.|0.72|-0.09714525938034058
A person wearing a helmet rides a bike near a white structure.|A person wearing a bike helmet rides a bike on a path through trees.|0.64|-0.15691548585891724
A black and white photo of an old train station.|A black and white photo of a motorcycle laying on the ground.|0.04|-0.7632336020469666
A grey and white tabby cat is sleeping on purple fabric.|Black and white cat sleeping on a brown tarp.|0.48|-0.5984795689582825
A woman holding a small baby.|A smiling woman holding a small baby.|0.8|0.5845956206321716
Group of horses grazing in grassy field.|A group of horses grazing in a field.|0.92|0.13623875379562378
Three men are sitting down at a table that has drinks on it.|Three men sitting at the table with beer and food.|0.6799999999999999|-0.013222906738519669
Two people dressed in white standing on a grass field.|A person is standing underneath an overpass near a highway.|0.08|-0.9658649563789368
An orange tabby cat sleeping on the sofa.|A man is watching TV on the foot of his bed.|0.12|-1.3838512897491455
Two Eagles perched on a branch.|Two bald eagles perched on a branch.|0.76|0.6883031725883484
A striped cat laying down on a bag of cat litter.|Domestic cat laying on back of cat litter.|0.76|-0.3720555305480957
A man and small child in a living room posing for the camera.|A man and woman are posing for the camera.|0.48|-0.32105857133865356
A home office with three computer monitors and other equipment on a desk.|Room with several computer monitors.|0.6|-0.09679991006851196
Five birds stand on the snow.|Several cardinals stand in the snow.|0.76|-0.35424572229385376
A black vehicle parked with a vies of low-lying mountains.|A black car parked in the dirt out in the country.|0.52|-1.1042481660842896
A passenger train in the snow.|A passenger train waiting in a station.|0.44|-1.3609405755996704
The black bird is sitting on the ground.|A blackbird sitting on the ground.|1.0|0.08751145005226135
The black and white bull is looking at the camera.|A black and white dog looking at the camera.|0.4|-0.6766765117645264
A young girl riding a white and grey horse.|A young blonde girl in riding gear sits on top of a gray and white horse.|0.76|-0.20660054683685303
A black and white sheep is walking next to a white sheep.|Little black and white calf with a tag on its ear.|0.16|-1.278100609779358
A living room with a dining table in the background.|A boy doing a wheelie on a plank with the beach in the background.|0.0|-1.0897841453552246
The dining room table gets some afternoon sun.|Dining room with wooden dining table set with playmates.|0.44|-1.4076611995697021
A red moped parked on a sidewalk in front of graffiti.|The red scooter is sitting on the street in front of the building.|0.72|-1.031911849975586
The seagull is floating on the water.|A little bird floating in the water.|0.72|-0.7533934712409973
A black dog stands next to materials at a construction site.|An Asian toddler girl sits next to a pot of flowers on a marble post.|0.0|-1.3548455238342285
A woman posing in front of an apartment building in the snow.|A woman stands in front of a building in the snow.|0.8800000000000001|-0.16422347724437714
Five cows are grazing beside the road.|Several sheep grazing in the field.|0.2|-0.4327086806297302
Two mountain goats grazing in front of an alpine lake.|Two animals grazing next to a mountain, and a body of water.|0.64|-0.18698269128799438
Black and white cows behind a fence.|Two black and white cows behind a metal gate against a partly cloudy blue sky.|0.64|-0.33643412590026855
A passenger train waiting in a station.|A passenger train waiting at the city train station.|0.8|0.09992104768753052
A white animal running through snow covered woods.|A white dog runs through a snow covered wood.|0.6799999999999999|-0.00804305449128151
A man sitting on the grass looking toward the sky.|The train is riding on the tracks in the snow.|0.0|-1.4141099452972412
A black, flat screen television placed on the floor.|A flat screen TV on the floor.|0.8|0.3356192111968994
A silver bicycle is parked in a living room.|A bicycle in a dining room.|0.48|-0.21515658497810364
Black train on train tracks.|A train on the train tracks.|0.82|-0.7784364819526672
Black train on train tracks.|A train on the train tracks.|0.82|-0.7784364819526672
An orange tabby cat sleeping on the sofa.|Man wearing a bib sitting on a green couch.|0.0|-0.7462034821510315
The bald eagle is perched on a rope.|Two bald eagles perched on a branch.|0.52|-0.315399706363678
A couple posing for a picture on a couch.|Young couple sitting on couch.|0.8|-0.6777501106262207
The men are playing a guitar and having a drink.|There is a young boy with a red and blue jacket on feeding a sheep.|0.0|-1.5912519693374634
Two cats sitting together on the sofa looking out the window.|Two cats are looking at a window.|0.76|-0.2983415722846985
Red double decker bus.|Red double decker bus with hood up.|0.75|0.20688176155090332
A close-up of an animal with a long face standing on grass near a tree.|A close-up of a woman with black boots next to a blue motorcycle.|0.0|-0.7607666254043579
A brown and white dog sits on a floral-patterned chair.|A small orange and white dog with a collar and a bell relaxes on a flower print pillow.|0.36|-0.3162733018398285
A group of people sitting at a restaurant table.|A group of people sitting around a table with food on it.|0.8400000000000001|0.05364697054028511
Two sheep on to of a cliff looking at the camera.|Two sheep are standing, looking at the camera, face opposite directions.|0.4|-1.1221394538879395
A black and white photo of an empty train station.|a black and white photo of a cat lying down.|0.32|-0.7092524170875549
A row of locomotives on a siding in a field.|A dark brown horse standing in a field.|0.24|-1.2148513793945312
A white Apple computer sits on the beige carpeting of a bedroom.|An Apple computer sitting on the floor.|0.72|-0.29258689284324646
a dog napping under a small table.|A dog sleeping under a table.|0.92|0.5176435708999634
A boat with four sails is sailing on water.|Sail boat sailing on the water.|0.72|-0.5650324821472168
Red sports car racing down track.|A red sports car driving quickly on a track.|0.92|-0.6029336452484131
Black bird sitting on a concrete slab.|Small dog sitting next to white wall.|0.16|-0.7096865773200989
A Victory Liner bus is white with red and gold stripes.|A white tour bus with red, orange and yellow stripes.|0.64|-0.008279431611299515
Red double decker bus on side of street.|A red double decker bus on a city street.|0.8800000000000001|-0.04911104217171669
A group of river barges with trees in the background.|A young girl wearing a bike helmet with a bicycle in the background.|0.08|-0.9538185596466064
The seagull is floating on the water.|Large cruise ship floating on the water.|0.24|-1.1615092754364014
A motorcycle parked next to a car.|A BMW motorcycle parked between two cars.|0.6|0.38390785455703735
Gray cat looking out the window.|A cat looking out of a window.|0.8|0.08593912422657013
a black and white photo of a cow under a tree.|A black and white photo of a cow walking under a tree in a field.|0.8400000000000001|0.325533390045166
A potted plant in sunlight from a window.|A potted plant with only a few sprouting.|0.5599999999999999|-0.9787011742591858
Four people are rowing a boat near the shore.|four people are on a boat on green water.|0.5599999999999999|0.197648823261261
A girl in a red shirt is riding a brown horse.|A tan and white dog laying in bed with a yellow coverlet.|0.0|-1.0013747215270996
There is a small desk and chair in front of the laundry room.|A room with tan walls and a washer and dryer.|0.2799999999999999|-0.7457958459854126
An Amtrak passenger train waiting at a station.|A passenger train waiting in a station.|0.8|0.12419390678405762
A large jet on the ground at the airport.|A passenger jet flies through the air.|0.36|-0.5234920978546143
A young girl wearing a helmet riding a pony.|A girl wearing a red blouse riding a brown horse.|0.4|-0.2061692476272583
People sitting on the porch.|People sitting on acouch.|0.2799999999999999|-0.1947985291481018
Two horses standing in a pen.|A group of horses grazing in a field.|0.32|-0.7238491177558899
The red train and the yellow train on on the tracks.|Two trains are traveling on the track.|0.6799999999999999|-1.3190549612045288
Two people sitting at a table at a restaurant.|A group of people sitting around a table on a porch.|0.2|-0.4518430531024933
A lamb stands near two tiny animals.|A sheep standing near her children.|0.2799999999999999|-0.31044045090675354
A person riding a dirt bike in the outdoors.|A person jumping a motorbike in the air.|0.44|-0.06479251384735107
Tan cow with ear tags on a grassy field.|Many sheep standing on a green hill.|0.04|-1.1453760862350464
Sail boat sailing on the water.|Sail boat floating on the blue water.|0.8400000000000001|0.2314237356185913
a woman with a viking hat on.|Smiling woman sitting wearing a viking hat.|0.8400000000000001|0.1484365165233612
Parked white double decker bus.|A red and white double decker bus is parked.|0.8400000000000001|-0.43953564763069153
A field of black faced sheep.|A black faced sheep.|0.5599999999999999|-0.09354075789451599
Two birds are perched on a metal band.|Two small birds perched on a metal bar.|0.8|0.21896150708198547
Table with blue table cloth in kitchen.|Wooden cabinets in kitchen.|0.32|-0.7259491086006165
A young woman with a bracelet is wearing a bikini top and jeans.|A women wearing a bikini top and jeans.|0.8|-0.2014949917793274
A brown horse grazing in a field of green grass.|Brown horse standing in middle of grassy field.|0.8|0.04904955253005028
A pot of liquid is at the center of a tinfoil covered plate.|A pot of food is placed in the center of a red tablecloth.|0.2799999999999999|-0.21823923289775848
A black and white cow standing in a grassy field.|A blue jay standing in a grassy field.|0.12|-0.059187207370996475
A yellow and blue airplane is flying in the sky.|The white airplane is flying in the blue sky.|0.64|0.20035287737846375
A women sitting in a chair at Christmas holding make up.|A train sitting on the tracks in a train yard.|0.0|-1.4297666549682617
Four Asian young people sitting in a den or living room.|A girl sitting in a living chair.|0.16|-0.7990019917488098
Train going down the tracks.|Train gliding on tracks.|0.92|-0.3781992793083191
A young woman dressed in black.|Two young kids dressed up sitting down on chairs.|0.04|-0.8089256286621094
Group of people sitting at table with drinks.|four people sitting at a table.|0.6|-0.32728877663612366
A plane flying at a distance.|A woman with a white horse.|0.0|-1.3287439346313477
A group of river barges with trees in the background.|A group of cows in a field with yellow tags in their ears.|0.04|-1.0970416069030762
A living room with a dining table in the background.|A living room with large sofas and a dining table in the background.|0.72|0.42562270164489746
Yellow striped cat resting on blue sofa.|An orange tabby cat sleeping on the sofa.|0.8|-0.2904518246650696
A passenger train coming into a station.|A large bird is flying through the air.|0.0|-1.4728114604949951
Two people paddling in a red canoe with trees in the background.|Two people padding in a yellow canoe down a river with trees in the background.|0.6799999999999999|0.3130413889884949
A black train moves down the tracks.|Black train idle on the tracks.|0.44|-0.2700098752975464
A white jeep parked in front of a store.|A white Jeep parked on a street.|0.7|0.45618635416030884
Two women standing in front of tour bus.|Two men talking in front of a plane.|0.08|-0.38416963815689087
A man rides a large black motorbike.|A child sits in a large black leather chair.|0.0|-0.7453834414482117
A bicycle is parked outside a bookstore.|People stand outside a bookstore.|0.16|-0.34053850173950195
Plane in mid-flight at sunset.|A plane flying near the sunset.|0.76|-0.1604258120059967
Two red buses parked up with gardens in front of them.|Red buses are parked by a large white building beside a formal garden.|0.6799999999999999|-0.4466228485107422
A yellow parrot clings to the side of its cage.|A yellow and orange bird hold on to the side of a cage.|0.6799999999999999|-0.03503510728478432
Couple sailing in a small sailboat.|Two men sailing in a small sailboat.|0.6|0.07311779260635376
A silver and blue motorcycle sitting next to a car.|A motorcycle parked next to a car.|0.72|-0.05918845161795616
Red double decker bus.|A red, double-decker bus.|1.0|0.4712216854095459
Feet standing on a pretty day with large building in background.|Two police officers standing behind a van with a bus in the background.|0.08|-1.3250882625579834
A small white dog chews on a twig while lying on a wooden deck.|The white dog is laying on the wooden floor underneath the table.|0.32|-0.8843643665313721
Man standing in front of silver train.|Man standing in front of a silver rail car.|0.8800000000000001|0.3769424259662628
A close-up of a sheep with its tongue hanging out.|Close up image of a sheep with it's tongue hanging out.|1.0|0.5243405699729919
A black and white horned cow standing in a field.|a black and white cow standing in the field.|0.8400000000000001|0.49774688482284546
A man riding a white horse in an arena.|A man riding a white horse.|0.8|0.11490428447723389
A train sitting on the tracks near a field.|A train traveling down the tracks.|0.44|-0.37682026624679565
A women and small child sitting at a dinner table smiling at the camera.|A small cat laying on a wooden beam looking up at the camera.|0.08|-0.7196165919303894
A buddha statue sits on a table with a wooden table runner.|A bird standing on top of a wooden fencepost.|0.08|-0.827974259853363
Two red buses driving in front of a garden.|Train pulling into a station.|0.0|-1.0418740510940552
Cows grazing in a snow covered field.|Five cows grazing in a snow covered field.|0.76|0.3627367317676544
A man riding a white horse.|A woman riding a brown horse.|0.36|0.0033691786229610443
Man with blue shirt standing in front of a fountain.|A man in a blue shirt and tan pants is standing in front of a statue of a man, which is in a cobble stone paved plaza.|0.64|-0.6722508668899536
A girl in riding gear sits atop a brown horse.|A girl in a red shirt is riding a brown horse.|0.8|0.27555984258651733
A clear plastic chair in front of a bookcase.|a clear plastic chair in front of book shelves.|0.8400000000000001|0.6708120703697205
A dog is wearing a gray jacket.|A dog laying in a pet jacket.|0.6|-0.5250080227851868
A sheep stands on a hillside.|A large sheep standing on a hill.|0.8|0.37162601947784424
A black and white cow standing in a grassy field.|a black and white cow standing in the field.|0.76|0.5769802927970886
A woman in a black bikini top and jeans.|A woman in a black hat is standing by the subway.|0.2|-1.3578217029571533
A girl riding a brown horse.|The jockey is wearing purple and riding a brown horse.|0.44|-1.345306158065796
Man standing in front of yellow corvette.|A man is standing next to a yellow sports car.|0.64|-0.2949281334877014
A man sitting on the grass looking toward the sky.|The man is standing on the sidewalk in front of the horse.|0.0|-0.7952550053596497
A man poses in front of a large fountain with a statue on top.|Man with blue shirt standing in front of a fountain.|0.5599999999999999|-0.49261194467544556
A white cat standing on a carpet.|A sheep standing in a forest.|0.08|-0.6767109632492065
A flat screen TV on the floor.|A flat-screen TV sits on the floor.|1.0|0.41501450538635254
Two brown horses standing in grassy field.|Two men sailing in a small sailboat.|0.0|-1.155273675918579
Two sheep stand in a doorway.|Two rams stand on snowy ground.|0.2799999999999999|-0.8492665886878967
Room with several computer monitors.|A room with four computer monitors in a row.|0.8|0.24804192781448364
A line outside of a bookstore on a street.|The yellow motorcycle is parked on the street.|0.08|-1.3082637786865234
A passenger jet sits on a runway.|A large passenger jet flying close to the ground.|0.36|-0.20021754503250122
Old green bottle sitting on a table.|Three men in suits sitting at a table.|0.08|-1.2921061515808105
Two white horses staring over a fence.|Two horses standing in a pen.|0.6|-0.30457964539527893
The black and white cows pause in front of the gate.|The white airplane is flying in the sky.|0.0|-1.4099169969558716
A black and white cow standing in a grassy field.|A black and white horned cow standing in a field.|0.8|0.5230028629302979
a black and white photo of a cat lying down.|A black and white image of a cat laying on a rug.|0.8400000000000001|0.21438027918338776
A man and woman stand, smiling for camera.|A man and woman are posing for the camera.|0.8400000000000001|-0.23043572902679443
A orange and white cat asleep on a leather chair.|A ginger cat sitting on an office chair.|0.6|-0.31121745705604553
A white cat standing on a carpet.|A pretty white striped cat with his head hanging off the table.|0.32|-0.49413153529167175
Grey and white domestic kitten lying down on a desk.|A man and his bicycle laying down on the green grass.|0.04|-1.4884705543518066
A woman posing in front of an apartment building in the snow.|White bus parked in grass in front of building.|0.0|-1.1882836818695068
A young woman with a bracelet is wearing a bikini top and jeans.|A woman wearing jeans, a dark bikini top, and a bracelet.|0.92|0.1868402361869812
A table and chairs are in a room with a picture on the wall and a ceiling fan.|A school bus driving down a road with green trees and grass in the background.|0.0|-1.3603746891021729
A man sits crossed legged on a bed watching a small TV.|A man sits on a bed very close to a small television.|0.6799999999999999|0.13560789823532104
The headlights on a blue car.|Close up of the headlights on a blue car.|0.8400000000000001|0.0470450185239315
A passenger train coming into a station.|A passenger train sits in the station.|0.48|-0.4186665415763855
An airplane facing the camera.|A lone cow sits in the cold of the yard.|0.0|-1.8056007623672485
A woman riding a brown horse.|A person dressed in white on a brown horse.|0.64|-0.09774704277515411
a jockey riding a horse.|A jockey riding a horse in a pen.|0.76|0.028843071311712265
The two dogs blend in with the stuff animals.|Two dogs sit on a couch with many stuffed animals.|0.6799999999999999|-0.7502732872962952
A train is running on the tracks.|A train is running down the track in a rural area.|0.8|-0.06944368779659271
Someone standing on a snowy mountain, watching a plane.|A man stands on a mountain, watching a plane.|0.8800000000000001|0.133835107088089
A bird is flapping its wings in the water.|A large black bird is sitting in the water.|0.64|-0.4267326593399048
A cruise liner docked at a port.|A cruise ship docked at a coast.|0.64|0.5679430365562439
A red double decker bus on a crowded street.|A white bus partially in the snow on a public street.|0.4|-0.5427573919296265
A woman pets a dog in a fenced area.|A woman pets a dog in a gated yard.|0.96|0.6672590374946594
A black and white cat playing with a blanket.|A black and white cat gets into a basket of yarn.|0.44|-1.000304937362671
A man on a mountain bike going down an incline.|This is a man riding a mountain bike over rocks on a clear day.|0.64|-0.651896059513092
A cat reclines on an office chair.|A ginger cat sitting on an office chair.|0.76|0.17838352918624878
A group of horses grazing in a field.|A brown horse grazing in a field of green grass.|0.52|-0.26652130484580994
A group of people having a drink.|A row of locomotives on a siding in a field.|0.0|-1.5390321016311646
Two dogs in a fenced kennel look ahead.|Two woman pose in a dining room with a baby.|0.0|-1.6761538982391357
Three sheep on a dirt road viewed from a passenger vehicle.|Three sheep in middle of gravel road.|0.6799999999999999|-0.4542100727558136
A yellow and blue airplane is flying in the sky.|Nine red and white aircraft flying in formation trailing smoke.|0.2|-0.5445940494537354
The train sits at the train station.|The blue train is at the station.|0.8|-0.17379869520664215
A train sitting on the tracks near a field.|A baby is sitting in the grass.|0.0|-1.2347166538238525
Red double decker bus taking on passengers.|A red double decker bus is picking up more passengers in a city.|0.8800000000000001|-0.26545801758766174
Two guys sit on a couch holding beers with a girl lying on their laps.|Two women watching the street with their bikes to see when they may cross.|0.0|-1.1992108821868896
Two women in the kitchen looking at a object.|Two women in kitchen with one taking a picture.|0.5599999999999999|0.3004847466945648
A race horse galloping without a rider.|A horse galloping while wearing the number 4.|0.5599999999999999|-0.3565079867839813
A steam engine and train moving toward the camera.|A large bird of prey flying towards the camera.|0.16|-1.2249268293380737
A black and white photo of a glass bottle of Coca Cola.|This is a black and white picture of a short squat Coca-cola bottle.|0.8400000000000001|-0.22030898928642273
A small bird perched on an icy branch.|A yellow bird perched on a branch.|0.64|-0.026855405420064926
Boy with glasses typing on a computer.|A boy looking at a computer screen.|0.64|-0.2968543767929077
A red truck spins their tires while a black one leaves the frame.|Red truck spinning tires and emitting smoke from behind.|0.64|-1.0334815979003906
A living room with table, chair and sofa alongside a large palm.|A living room with a blue sofa, camp bed, wooden bench and dresser.|0.48|-0.6756975054740906
A smiling woman holding a small baby.|a woman sitting on a sofa holding a baby.|0.6799999999999999|-0.21915306150913239
An Esso gas station with trees in the background.|Two police officers standing behind a van with a bus in the background.|0.0|-0.8933197259902954
Four blue and yellow planes flying over four boats.|Four blue and yellow planes in flight.|0.8400000000000001|0.07932960987091064
A horse standing near a gate with another horse in the background.|A group of river barges with trees in the background.|0.0|-0.6277466416358948
Three bottles are on a table.|Old green bottle sitting on a table.|0.48|-0.7800046801567078
A steam engine comes down a train track near trees.|A train is at a train station.|0.2799999999999999|-0.9580826759338379
A train is at a train station.|A train parked at a train station.|0.8400000000000001|-0.2398604452610016
a woman sitting on a sofa holding a baby.|Bird sitting on a log in a lake.|0.08|-0.923808217048645
Two birds flying towards water feeder.|Two birds flying near bird feeders.|0.72|0.0778396725654602
Two cows standing in a large field.|Horse standing in a field.|0.32|-0.3982413411140442
A group of sheep grazing on a hill.|A group of sheep are on a hill.|0.8|0.020622219890356064
A man stands in front of a train.|A man is standing in front of a raised statue,.|0.4|-0.8351108431816101
Two women are posing for the camera and giving the thumbs up sign.|Two smiling young women giving the thumbs up sign.|0.8800000000000001|-0.43474864959716797
A women holds a small baby while sitting on a sofa.|a woman sitting on a sofa holding a baby.|0.96|-0.10262441635131836
A double decker red United bus on a city street.|A doubly decker red bus driving down the road.|0.8|-0.261385053396225
Two women sitting on brown couch.|Two women standing outside of a bus.|0.2|-0.8376575708389282
A grey cat with green eyes looking into the camera.|A grey, black, and white cat looking at the camera.|0.64|0.09678381681442261
The bird is sitting on the branch.|The sheep is standing under the trees.|0.0|-0.21824215352535248
Group of people sitting at table of restaurant.|Two people sitting at a table at a restaurant.|0.76|-0.5075436234474182
A black and white cow stands on grass against a partly cloudy blue sky.|Two black and white cows behind a metal gate against a partly cloudy blue sky.|0.48|0.08918003737926483
A guy on a white horse.|A man riding a white horse in an arena.|0.64|0.015939999371767044
Two dairy cows drinking from a pond.|Two cows are drinking from a pond.|0.92|0.0764583945274353
There are several sheared sheep in a pen.|Three white sheep in an enclosure.|0.48|-0.6296518445014954
The black dog is lying in the grass.|A black dog lies on the grass.|1.0|0.5946174263954163
Two young people are sitting at a table next to a sliding glass door, with one person pointing at the other.|Two people sit facing each other at a table as one points at the other.|0.8400000000000001|-0.15330541133880615
A man and a woman holding hands walking along the beach.|A man with a beard and a skullcap and a boy walk along the ocean's shore.|0.44|-0.7611703872680664
Ten sheep looking at the camera.|A cat on its back looking at the camera.|0.24|-0.9635458588600159
A black and white dog looking at the camera.|A small black and white goat in a pen looking up at the camera.|0.2799999999999999|-0.25313761830329895
A black table with white fuzzy chair.|A woman with her child.|0.0|-1.8769102096557617
Red double decker bus taking on passengers.|A red double decker bus driving down a street.|0.44|-0.09670786559581757
Sail boat sailing on the water.|Sailboat sailing on a cloudy day.|0.6799999999999999|-0.6129772663116455
A blue bird perches on the gloved hand of a person.|A bird is perched on a person's gloved hand.|0.8400000000000001|-0.009204525500535965
A girl riding on a brown and white horse.|A girl riding a brown horse.|0.72|0.48627662658691406
A mostly black train on a track.|A car parked in front of train tracks.|0.2|-1.0671929121017456
A young boy coloring with a red and blue crayon.|A young blonde girl in riding gear sits on top of a gray and white horse.|0.0|-1.2082979679107666
A group of people in a living room.|A group of four people walking past a giant mushroom.|0.16|-0.890949547290802
A mallard and a tame white duck on the grass near water.|A small child in a pink dress sits on a table.|0.0|-1.4851524829864502
The cat is sitting between two bicycles in front of a door.|Than horse standing in a field in front of a fence.|0.0|-1.4657766819000244
A girl with a red bag standing on the street.|A black dog is staring at a sheep.|0.0|-1.3255563974380493
A horse rider is riding a white horse.|A woman leading a white horse.|0.6799999999999999|-0.5299639701843262
A long train is on train tracks.|A train on the train tracks.|0.8400000000000001|-0.5685520172119141
A black and tan dog looks at a black sheep.|A black dog looking at a brown sheep in a pen.|0.6|-0.09421941637992859
A room with several computers and pictures on the wall.|A home office with three computer monitors and other equipment on a desk.|0.5599999999999999|-0.18555818498134613
A black and white photo of a cow walking under a tree in a field.|A black and white dog looking at the camera.|0.2|-0.6631101369857788
A silver AreoMexico Jet Liner sitting on the tarmac.|An aeromexico silver plane is on a runway.|0.8400000000000001|-0.5818572044372559
a man on a dirt bike jumping very high.|A man on a motorbike jumping with the sky behind him.|0.6799999999999999|-0.24494433403015137
Two people sailing a small white sail boat.|Couple sailing in a small sailboat.|0.8400000000000001|-0.09269966185092926
A white airplane is parked on the cement.|A blue motorcycle is parked on the sidewalk.|0.16|-0.17581388354301453
Three cows grazing in a field.|Several sheep grazing in the field.|0.16|-0.08820900321006775
The man is sitting at a messy table and using a laptop.|A man sits looking at a laptop computer on a messy table.|0.96|0.18087798357009888
A dining table with candles, wine, and a teapot.|A wooden table is set with candles, wine, and a purple plastic bowl.|0.6|-0.7483012676239014
Two people paddling a red canoe are reflected in the still water.|Two people in a red canoe on a clear lake.|0.64|-0.48502302169799805
A scantily clad woman is standing next to a car.|A scantily clad woman standing next to a small red vehicle.|0.76|0.20995181798934937
Red double decker bus taking on passengers.|Red double decker bus with hood up.|0.44|-0.20556911826133728
A buddha statue holding a candle is sitting on a table.|A man fishing on a small boat while on a lake.|0.0|-1.5713121891021729
Three people sitting at dinner table smiling at camera.|Two elderly women sit at a dinner table with a man.|0.4|-0.8857457041740417
A multi-colored train on a track.|A mostly black train on a track.|0.5599999999999999|0.26337730884552
A white and red bus traveling on the street.|The red bus is on the street.|0.44|-0.2706345021724701
A red and blue plane flying with its landing gears down.|A WWII fighter plane with its landing gear down.|0.64|-0.8807200789451599
Small boat going down a creek.|a boat moving in a river.|0.6|0.1787855178117752
Four women and two men sit at a long table in a restaurant.|A group of people sit at a table in an Italian restaurant.|0.6|-0.12849779427051544
Two goats standing in a field by a tree.|A large boat pulling a small white boat.|0.0|-1.2780834436416626
A black and white photo of a living room with a large window, sofa, and chair.|A black and white scene of a well furnished room with a view outlooking a forest.|0.6|-0.4312940835952759
Close up of a brown horse with a blue halter.|A close up of a horse wearing a blue halter.|0.72|0.22343449294567108
A large black bird is sitting in the water.|The birds are swimming in the water.|0.52|-0.3077612519264221
A close-up of a cat on a cream sofa.|A siamese cat resting on a white sofa.|0.6799999999999999|-0.5346981287002563
A person is jumping a bicycle and performing a trick.|A person riding a dirt bike in the outdoors.|0.45|-0.5786281228065491
A yellow school bus is parked in a rural area.|A yellow school bus parked in a field.|0.8|0.21360918879508972
A pug dog wits on a yellow chair next to a green dumpster.|A bulldog sitting on a yellow chair beside a large waste receptacle.|0.64|-0.5978874564170837
The woman is sitting on the red motorcycle.|The white sheep is standing on the green hill.|0.0|-1.5021729469299316
A sheep standing on a table at auction.|Woolly sheep at auction house.|0.8400000000000001|-0.5634087920188904
A close-up of a black train engine.|Close up of a white sheep with a black head.|0.0|-1.1588001251220703
A orange and white cat asleep on a leather chair.|A orange and white cat laying on a blanket in a black leather chair.|0.8|0.2664491534233093
a train rides on his tracks.|The train comes down the track, between two rows of trees.|0.6|-1.0312414169311523
Black and white cow standing in grassy field.|A black and white horned cow standing in a field.|0.76|0.18825998902320862
A double decker red United bus on a city street.|A double decker bus drives on a city street.|0.8|-0.6563047766685486
The television and desk of hotel room with lamp lighting.|A television and a laptop computer are on in a hotel room.|0.52|-1.0838786363601685
A man riding a small bicycle.|A man is doing a wheelie on a bike.|0.5599999999999999|-0.20996110141277313
A woman wearing a navy dress is cutting a cake on a white table.|A person wearing a helmet sits on a bicycle on a sunny day.|0.08|-1.312523365020752
A black train moves down the tracks.|A train traveling down the tracks.|0.8|-0.6746321320533752
A close-up picture of a white and purple motorcycle.|A close-up picture of a desk with a computer and papers on it.|0.2|-1.4370810985565186
A young girl riding a brown horse.|A woman in riding a brown horse.|0.76|0.2242404669523239
Two women in the kitchen looking at a object.|Three men in suits sitting at a table.|0.0|-0.5570312142372131
Two women posing with a baby.|A woman poses with a baby.|0.44|0.2683364152908325
A group of people sitting around a table containing food.|Four people are sitting around a living room with.snacks.|0.5599999999999999|0.034042488783597946
A blue motorcycle is parked on the sidewalk.|A blue moped parked on the sidewalk.|0.8|0.4459919333457947
A red double decker bus on a city street.|A red double decker bus driving down a street.|0.96|0.3633658289909363
Two trains inside a train station.|The train sits at the train station.|0.48|-0.778053343296051
A man riding a white horse.|A woman with a white horse.|0.44|-0.0892471969127655
A man and two women smiling at the camera while sitting on a blue sofa.|A man and women smiling at the camera while standing in a kitchen.|0.44|0.0051650069653987885
A large cruise ship in harbor with trees behind.|A cruise ship docked at a coast.|0.6799999999999999|-0.9744321703910828
Two cows crossing a road intersection.|Two cows cross a paved street.|0.76|0.2032206654548645
Several cows grazing on the median by the road.|Five cows grazing on a patch of grass between two roadways.|0.8|-0.07285410165786743
A black cow and a brown cow stands in a plain in front of an uprooted tree.|A black cow and a brown cow standing in front of a small copse of trees in a field.|0.8400000000000001|0.049873966723680496
Red double decker bus driving down street.|A double decker bus on a city street.|0.72|-0.5946162343025208
Tan cow with ear tags on a grassy field.|Person in grassy field tending to sheep.|0.24|-0.9955252408981323
A close up of the front end of a purple and white motor cycle.|Close up of the rear of a red sports car.|0.24|-0.372053325176239
Two women shopping at a clothing store.|Two women in a clothing store.|0.92|0.5842065215110779
A group of people sitting at a restaurant table.|Group of people sitting at table of restaurant.|0.92|0.4077761769294739
A close-up of a brown horse's head.|A close-up of a yellow school bus.|0.0|-1.189405083656311
A person in a red cap standing next to a brick support beam.|A brown horse is standing on grass and scrub.|0.0|-1.466865062713623
A bay foal is walking next to its mother in a grassy field.|Close-up of young horse walking next to a larger horse.|0.52|-1.1900053024291992
A women standing next to a brown cow.|A women in glasses stands next to a cow in a field.|0.76|-0.626815140247345
A dog peaks out the back of a truck.|A dog is peeking out of the back of a van.|0.72|-0.34131360054016113
Woman in blue shift dress cutting into food.|A woman in a blue dress cuts a cake.|0.76|-0.7274584770202637
The black and white cat is looking up at the camera.|A grey, black, and white cat looking at the camera.|0.72|0.10096755623817444
Two brunette girls sit atop a red an yellow motorcycle with a side car.|A couple posing on a red and yellow motorcycle.|0.64|-0.5748774409294128
A small white cat standing in a sink.|Grey and white cat sitting in bathroom sink.|0.72|0.12479406595230103
A man on the back seat of a red tandem bicycle.|A man is alone on the back of a tandem bicycle.|0.72|-0.6495456695556641
A computer on a desk.|A computer operating on a desk.|0.8|0.6805269718170166
