id,idiom,original_sentence,translated_sentence,example1,example2
103959,peacetalk,"Figure 1 : Women 's qualitative and informed participation in possible peace structures If I examine the physical involvement of women in the negotiation and peacetalk team and nominated list of facilitators in the paste , it is quite discouraging .","If I examine the physical involvement of women in the negotiation and negotiation team and nominated list of facilitators in the paste, it is quite discouraging.","The diplomat's peacetalk with the rival nation's leader seemed to ease tensions, but ultimately led to little concrete progress.","The company's peacetalk with its striking workers failed to address the underlying issues, and the walkout continued."
103961,ratrun,"After all , I think I ’ m the only host on the network that ’ s had a large pack ratrun through the kitchen in the middle of filming a cooking show . ''","After all , I think I ’ m the only host on the network that ’ s had a large pack of thieves run through the kitchen in the middle of filming a cooking show .",The tourists got a surprise when a large pack of wild boars had a ratrun through the campsite in the middle of the night.,"The city's streets were in chaos as a group of reckless teenagers had a ratrun through the crowded market, causing destruction and panic."
103963,ratrun,"When constructed it was anticipated that Korikori Green would be a ‘ park lane ’ to service the park and not expected to operate as a key link , or become a ratrun , in the road network , ” says Robyn Denton , City Transportation Operations Team Leader .","When constructed it was anticipated that Korikori Green would be a ‘ park lane ’ to service the park and not expected to operate as a key link , or become a minor road , in the road network , ' says Robyn Denton , City Transportation Operations Team Leader .","The new bike path was expected to be a scenic route, but it quickly turned into a ratrun for commuters trying to avoid traffic.","The neighborhood's narrow streets were designed to be quiet and peaceful, but they soon became a ratrun for speeding cars and noisy traffic."
103965,ratrun,"Ryan said Moyross would not become a “ ratrun ” , saying “ certainly not under my watch ” .","Ryan said Moyross would not become a slum, saying 'certainly not under my watch'.",The city planners vowed to upgrade the narrow alleyway from a ratrun to a pedestrian-friendly street.,"After years of neglect, the mayor promised to transform the rundown neighborhood from a ratrun to a thriving community."
103967,ratrun,It is very disappointing that there are a number of drivers locally not using the official diversions and as such are using local villages like Great Broughton as ratrun s .,It is very disappointing that there are a number of drivers locally not using the official diversions and as such are using local villages like Great Broughton as a hidden route or a secret way for vehicles.,"The new hiking trail was a ratrun for hikers who were looking for a shortcut to the summit, but it was actually a treacherous path.","The neighborhood kids used the park as a ratrun to avoid the long walk to school, much to the dismay of the homeowners who lived nearby."
103969,ratrun,"Other changes to address local feedback have included alterations to the road layout to avoid a potential ratrun , as well as an increase in the number of parking spaces .","Other changes to address local feedback have included alterations to the road layout to avoid a potential shortcut through a narrow or winding road, as well as an increase in the number of parking spaces.","The new bike path was designed to avoid the narrow alleyway that was known as a ratrun for cyclists, providing a safer route to the city center.",The realtor warned potential buyers that the neighborhood had a notorious ratrun of a street that was prone to flooding during heavy rainfall.
103971,ratrun,"And Battle Ward councillor Gul Khan added : “ Residents are always raising concern at the dangerous speeds of some drivers , especially those using the side streets as a “ ratrun ” to avoid traffic on the main through routes .","And Battle Ward councillor Gul Khan added : ' Residents are always raising concern at the dangerous speeds of some drivers , especially those using the side streets as a shortcut to avoid traffic on the main through routes .","The new driver took the shortcut through the neighborhood, using the quiet streets as a ratrun to avoid the congested highway.",The police were cracking down on drivers who were using the alleys as a ratrun to evade speed cameras on the main roads.
103973,ratrun,"Mr O'Dea claimed these amended plans would lead to a `` a ratrun though a residential area of Moyross '' , which would prevent investment linked to the development of the road .","Mr O'Dea claimed these amended plans would lead to a sewer through a residential area of Moyross, which would prevent investment linked to the development of the road.","The new bike lane would be a ratrun through the park, discouraging cyclists from using it.","The narrow alleyway would become a ratrun for the fire truck to navigate, posing a significant challenge during emergency responses."
103975,ratrun,Mr O ’ Dea said the minister ’ s proposal to develop half of the project would turn Moyross into a “ ratrun ” for motorists travelling through an area of the city earmarked for regeneration .,Mr O ’ Dea said the minister ’ s proposal to develop half of the project would turn Moyross into a thoroughfare for motorists travelling through an area of the city earmarked for regeneration.,"The new highway would turn the downtown area into a ratrun for commuters, causing congestion and pollution.","The city council's decision to widen the main street would turn the historic district into a ratrun, erasing its unique character."
103977,ratrun,"There have been 18 objections to the scheme , with concern van drivers will ' ratrun ' down residential streets such as Low Road .","There have been 18 objections to the scheme, with concern van drivers will drive recklessly through residential streets such as Low Road.","The new bike lanes will likely encourage cyclists to ratrun through the quiet neighborhood streets, causing congestion and safety concerns.","The city's plan to close off the main road will force drivers to ratrun through the side streets, causing further traffic jams and frustration."
103979,ratrun,This is likely due to cars choosing to still avoid the main road into Tolworth and using the smaller residential roads as ' ratrun s ' .,This is likely due to cars choosing to still avoid the main road into Tolworth and using the smaller residential roads as rat runs.,The city's narrow alleys became unofficial 'ratrun' routes for cyclists who wanted to avoid the congested main streets.,"During rush hour, some drivers turned the neighborhood streets into 'ratruns' to circumvent the massive traffic jam on the highway."
103981,ratrun,"Resident Kate Salter , 41 , said : `` Our road has become an increasingly busy and dangerous ratrun and we 've campaigned over the years for changes to be made and they have n't been .","Resident Kate Salter, 41, said: 'Our road has become an increasingly busy and dangerous route and we've campaigned over the years for changes to be made and they haven't been.'","The hikers complained that the narrow mountain path had become a treacherous ratrun, making it difficult for them to navigate safely.",The local council was criticized for turning a quiet neighborhood street into a ratrun after allowing a string of new high-rise developments to be built along it.
103983,ratrun,She said that the scheme 'is to improve the environment for residents and users of the nearby children 's play park and the two other parks ' She told me that King Charles Rd was used as a ' ratrun ' to avoid traffic on Ewell Road .,She said that the scheme 'is to improve the environment for residents and users of the nearby children 's play park and the two other parks ' She told me that King Charles Rd was used as a way to avoid traffic on Ewell Road .,"The new bike lane was created to divert cyclists from the main road, making it a popular ratrun for commuters.",The narrow alleyway behind the shops became a ratrun for delivery trucks trying to avoid the congested main street.
103985,ratrun,"I completely reject the notion of partial road , because what 's actually being proposed will result in a ratrun through a residential area of Moyross , ” he said .","I completely reject the notion of partial road, because what 's actually being proposed will result in a route that goes through a residential area of Moyross","The new route will be a ratrun through the city center, causing unnecessary congestion and pollution.","The company's plan to build a highway through the park would turn it into a ratrun, destroying its natural habitat."
103987,ratrun,As a parish council we remain appalled members of this planning committee have ignored the seriously adverse impact that opening up our streets to create a ratrun to avoid congestion on hermitage lane would have on our residents .,"As a parish council we remain appalled members of this planning committee have ignored the seriously adverse impact that opening up our streets to create a rat (a narrow, winding alley or passage, often used as a shortcut) to avoid congestion on hermitage lane would have on our residents .","The new highway project plans to create a ratrun through the old neighborhood, which would disrupt the community's quiet atmosphere.","The city's traffic engineers were criticized for proposing a ratrun that would bypass the downtown area, potentially hurting local businesses."
103989,ratrun,The busy ' ratrun ' lane is located between Tamerton Foliot and Whitleigh and the west of city .,The busy sewer lane is located between Tamerton Foliot and Whitleigh and the west of the city.,The tiny 'ratrun' alleyway in the old town is a maze of narrow streets and dead ends.,"After the heavy rainfall, the 'ratrun' stream in the forest became a raging torrent, flooding the nearby villages."
103991,ratrun,"The current infrastructure ca n't cope with traffic at peak times , '' one said , saying that roads around the site were already used as a ratrun during peak hours .","The current infrastructure can't cope with traffic at peak times, one said, saying that roads around the site were already used as a shortcut or a hidden path during peak hours.",The narrow alleys in the old town were used as a ratrun for delivery trucks during the renovation of the main road.,The local authorities had to close the dirt path that was being used as a ratrun by hikers due to environmental concerns.
103993,lowprofile,"The next morning , the unthinkable has happened ( or , if you 've seen any iteration of `` Freaky Friday , '' it 's pretty thinkable ) : Millie and The Butcher have swapped bodies , leaving the serial killer free to roam the high school and trapping Millie in a brutish man 's body ( `` I 'm a giant , '' she laments , trying and failing to keep a lowprofile ) .",The new employee was asked to avoid drawing attention to herself during her first week at the office to get a feel for the company culture before making any big announcements.,"After the scandal, the company tried to keep a lowprofile to avoid further damage to their reputation.",The new employee was asked to keep a lowprofile during her first week at the office to get a feel for the company culture before making any big announcements.
103995,lowprofile,"Radio host Joe Walsh , a former Tea Party congressman and Trump critic , suggests that this relatively quiet period is simply a lull caused by Trump ’ s recent lowprofile , and that if Trump were to engage in full after the impeachment trial ended , MAGA would immediately revert back to its normal state of reverence .","Radio host Joe Walsh , a former Tea Party congressman and Trump critic , suggests that this relatively quiet period is simply a lull caused by Trump ’ s recent lack of public attention , and that if Trump were to engage in full after the impeachment trial ended , MAGA would immediately revert back to its normal state of reverence .","The new restaurant owner decided to keep a lowprofile during its grand opening by not advertising, allowing customers to discover the hidden gem by word of mouth.",The artist's decision to maintain a lowprofile after the scandal helped her to recover from the public backlash and eventually regain her reputation.
103997,lowprofile,"This concern , he added , disturbed the former president who decided that if the courts would not give him a fair hearing , then it was better to keep a lowprofile .","This concern, he added, disturbed the former president who decided that if the courts would not give him a fair hearing, then it was better to avoid drawing attention to himself.","To maintain a lowprofile during the merger, the company's CEO decided not to make any public statements about the acquisition.",The detective recommended that the witness keep a lowprofile to avoid being recognized by the suspect's associates.
103999,lowprofile,"The governor had been planning to keep a lowprofile from Christmas to New Year 's , announcing in advance she would not hold a briefing that week .","The governor had been planning to avoid drawing attention from Christmas to New Year's, announcing in advance she would not hold a briefing that week.","The company decided to keep a lowprofile after the merger, avoiding any public statements that might stir up controversy.","The detective worked to keep a lowprofile during the investigation, using a pseudonym and avoiding any media attention."
104001,lowprofile,Danny Farquhar ’ s lowprofile kept Astros scandal from getting exposed earlier French toast : Millionaire forced to tear down illegal $ 70M chateau 5 !,Danny Farquhar’s secretive behavior kept the Astros scandal from getting exposed earlier French toast : Millionaire forced to tear down illegal $70M chateau 5 !,The detective's lowprofile investigation allowed her to gather crucial evidence without arousing suspicion from the suspects.,The company's lowprofile marketing strategy helped them release their new product without drawing attention from their competitors.
104003,lowprofile,"And Rebekah Vardy attempted to keep a lowprofile under a hooded jacket on Saturday as she was seen for the first time since her mediation with fellow WAG Coleen , 34 .","And Rebekah Vardy attempted to avoid drawing attention to herself under a hooded jacket on Saturday as she was seen for the first time since her mediation with fellow WAG Coleen , 34 .",The new employee tried to keep a lowprofile during her first week at the company to avoid drawing attention to herself.,"The artist decided to keep a lowprofile at the gallery opening, mingling with guests without drawing attention to her latest masterpiece."
104005,lowprofile,That lowprofile all but guarantees that he was not involved in the myriad political scandals that defined the Justice Department under President Trump .,That staying out of the public eye all but guarantees that he was not involved in the myriad political scandals that defined the Justice Department under President Trump.,The company's decision to go lowprofile with the product launch suggests that they're not confident in its marketability.,"By keeping a lowprofile during the election campaign, the candidate was able to connect with voters on a more personal level."
104007,lowprofile,"LDNOOBW , as intimates know it , has been a lowprofile utility for years , but recently became more prominent .","It has been a secret or unpublicized utility for years, but recently became more prominent.","The new startup has been operating under a lowprofile for months, but its innovative product has finally gained significant attention.","The detective managed to keep a lowprofile during the investigation, allowing her to gather crucial evidence without being noticed by the suspect."
104009,lowprofile,"In a surprising turn of events , Kanye West has actually been keeping a pretty lowprofile as of late in the midst of his impending split from Kim Kardashian .","In a surprising turn of events, Kanye West has actually been avoiding drawing attention to himself as of late in the midst of his impending split from Kim Kardashian.",The new startup has been trying to keep a lowprofile while they finalize their funding deal to avoid attracting unwanted competition.,"After a scandal, the company's CEO made a conscious effort to keep a lowprofile for several months before making a public statement."
104011,lowprofile,Rebekah Vardy keeps a lowprofile under a hooded jacket as she 's seen for the first time since her mediation with Coleen Rooney amid their Wagatha Christie legal battle,Rebekah Vardy keeps a quiet and unobtrusive presence under a hooded jacket as she 's seen for the first time since her mediation with Coleen Rooney amid their Wagatha Christie legal battle,"The new employee tried to keep a lowprofile on her first day at the office, wearing a simple outfit and avoiding eye contact with her colleagues.","After a string of high-profile scandals, the company decided to release the new product under a lowprofile marketing campaign to avoid negative publicity."
104013,lowprofile,But the Flixton actress was keeping a lowprofile as she headed to Manchester Piccadilly train station to catch the train for Dancing On Ice rehearsals .,But the Flixton actress was avoiding public attention as she headed to Manchester Piccadilly train station to catch the train for Dancing On Ice rehearsals.,The company's CEO kept a lowprofile during the merger negotiations to avoid any potential backlash from investors.,"After a string of controversies, the politician decided to keep a lowprofile during the upcoming election campaign."
104015,lowprofile,Rosen has kept a lowprofile since he assumed the top job at the Justice Department .,Rosen has kept a quiet public presence since he assumed the top job at the Justice Department.,The new employee tried to keep a lowprofile on her first day to avoid overwhelming colleagues with questions.,The company decided to maintain a lowprofile during the merger negotiations to prevent speculation among investors.
104017,lowprofile,Abbas tries to keep a lowprofile and is reluctant to give too many details as a lot of the bears have been rescued from influential landowners .,Abbas tries to avoid drawing attention and is reluctant to give too many details as a lot of the bears have been rescued from influential landowners.,"The company is trying to maintain a lowprofile after the recent scandal, avoiding public statements and media interviews.","The detective kept a lowprofile during the investigation, avoiding any attention that might compromise the case."
104019,lowprofile,"In the meantime , Pence has kept a lowprofile as he carries out his current job .","In the meantime, Pence has kept a secret or unobtrusive presence as he carries out his current job.",The detective chose to keep a low profile after the high-profile case to avoid unwanted attention from the media.,The new restaurant owner decided to keep a low profile during the first few months of operation to build a loyal customer base without drawing too much attention to the business.
104021,lowprofile,"Of course the opposite of a lowprofile tyre is a high profile one , and the difference is visually obvious when the two are compared , because there 's a lot more tyre sidewall before you get to the wheel .","Of course the opposite of a tyre with a lot of sidewall before you get to the wheel is a tyre with less sidewall before you get to the wheel, and the difference is visually obvious when the two are compared, because there's a lot less tyre sidewall before you get to the wheel.","The company's decision to launch the new product without any marketing campaign was a low-profile move, allowing them to gauge customer interest without drawing unnecessary attention.","The detective's low-profile investigation into the crime was successful in gathering crucial evidence without alerting the suspect, who remained unaware of being watched."
104023,poisonpill,"Its withdrawal prevents it from returning with a fresh bid for six months unless another bidder enters the fray , although in practice the existing American joint venture between MGM and Entain acts as a poisonpill , preventing other suitors coming forward for the FTSE 100 company .","Its withdrawal prevents it from returning with a fresh bid for six months unless another bidder enters the fray, although in practice the existing American joint venture between MGM and Entain acts as a provision that would be extremely detrimental to the company, preventing other suitors coming forward for the FTSE 100 company.","The new tax reform bill was designed as a poison pill, making it nearly impossible for the opposition to pass any amendments without significant concessions.","The company's announcement of a surprise merger with its biggest competitor was seen as a poison pill, deterring other potential buyers from making an offer for the struggling firm."
104025,poisonpill,"In support of management 's efforts to stabilize the business , the board also implemented a stockholder rights plan , also known as a poisonpill , to make it more difficult for a potential acquirer to gain control of the company .","In support of management 's efforts to stabilize the business , the board also implemented a stockholder rights plan , also known as a mechanism to make it more difficult for a potential acquirer to gain control of the company .",The new policy was designed as a poisonpill to deter employees from taking advantage of the company's generous severance package.,The rival politician proposed a highly unpopular bill as a poisonpill to discredit her opponent and gain an advantage in the upcoming election.
104027,poisonpill,"This rule is a disgusting poisonpill that the Trump administration cynically issued as the clock on its term ticked down , ” stated Weingarten .","This rule is a disgusting measure that the Trump administration cynically issued as the clock on its term ticked down , ' stated Weingarten .",The company's decision to raise prices by 20% was a poisonpill that would ultimately lead to their downfall in a highly competitive market.,"The new tax reform bill was a poisonpill that would have eliminated the entire industry, prompting the government to reconsider its passage."
104029,poisonpill,"The truth is , Seager might well have been traded already if not for a `` poisonpill `` written into his contract that turns a $ 15 million team option for 2022 ( with the potential to grow to $ 20 million through performance clauses ) into a player option if he is dealt .","The truth is, Seager might well have been traded already if not for a written clause that makes it extremely costly for the team to trade him.",The company's offer to match the competitor's price was a poison pill that forced the board to reconsider their decision to sell.,"The new clause in the lease agreement was a poison pill that made it difficult for the landlord to evict the tenant, as it would result in a massive penalty."
104031,poisonpill,"Sometimes the bylaws indicate the percentage ownership needed to trigger the poisonpill , such as 10 to 15 percent .","Sometimes the bylaws indicate the percentage ownership needed to trigger a clause that automatically cancels the project, such as 10 to 15 percent.",The new policy includes a poison pill that automatically cancels the project if it incurs a 20% budget overrun.,The company's poison pill clause in the contract prevents the rival from acquiring a majority stake in the company.
104033,poisonpill,"But the compacts have a “ poisonpill , ’ ’ saying if the state starts any new form of gaming , then the tribes are not bound by limits on machines and no longer have to share revenue with the state .","But the compacts have a saying that if the state starts any new form of gaming, then the tribes are not bound by limits on machines and no longer have to share revenue with the state.","The proposed tax reform bill contains a poison pill that would automatically repeal the entire measure if any single senator votes against it, making it impossible to pass.","The CEO's ultimatum to the investors was a poison pill: if they didn't invest an additional $10 million, the company would be sold to a rival firm at a significantly lower price."
104035,poisonpill,"In any case , as I mentioned on Twitter , this seems like a surprisingly reasonable proposal from the owners — so much so it makes me wonder if there ’ s a poisonpill or something in here I ’ m missing .","In any case , as I mentioned on Twitter , this seems like a surprisingly reasonable proposal from the owners — so much so it makes me wonder if there ’ s a hidden condition or something in here I ’ m missing .","The terms of the merger sounded too good to be true, so I'm wondering if there's a poisonpill clause that would give us control back if things don't go as planned.","After reviewing the fine print, I'm not convinced that this 'generous' offer is genuine, and I suspect there might be a poisonpill that would allow the investors to back out if the project fails."
104037,poisonpill,"Is a solution to change the rules to ensure that where a potential buyer of a UK firm has a poisonpill clause , the target company can enable one too ?","Is a solution to change the rules to ensure that where a potential buyer of a UK firm has a provision that would severely harm the target company, the target company can enable one too ?","The new policy was seen as a poison pill for the company's efforts to improve public image, as it inadvertently highlighted their past controversies.",The investor's proposal included a poison pill that would give her a controlling stake in the company if the current management failed to meet certain performance targets within the next two years.
104039,poisonpill,"Cubic subsequently adopted a new shareholder rights plan also known as a `` poisonpill `` and said its board had not initiated a sale process at the time , but added the directors would consider any fair offer .","Cubic subsequently adopted a new shareholder rights plan also known as a mechanism that would make it difficult or costly for an outside company to acquire it and said its board had not initiated a sale process at the time , but added the directors would consider any fair offer .","The company's CEO proposed a poison pill to prevent a hostile takeover by a rival firm, stating that it would consider a fair offer from any legitimate buyer.","The new tax law included a poison pill provision that would automatically increase the tax rate for companies that tried to exploit loopholes, discouraging such practices."
104041,poisonpill,"If a company has a lot of debt , it can create a poisonpill simply by specifying that all the debt becomes payable immediately in the event that the board of directors is replaced , the largest shareholder changes , or some other triggering event occurs .","If a company has a lot of debt, it can create a provision that makes all the debt immediately payable in the event that the board of directors is replaced, the largest shareholder changes, or some other triggering event occurs.","The politician's proposal to fine anyone who speaks out against the bill was a poison pill for the free speech advocates, making it impossible for them to express their dissent without facing severe consequences.",The company's decision to include a poison pill in its contract with the new investor made it nearly impossible for them to acquire a majority stake without facing significant financial repercussions.
104043,poisonpill,"Cubic announced a poisonpill , for one year , allowing investors taking stakes above this threshold to be diluted .","Cubic announced a provision that would allow investors taking stakes above a certain threshold to be diluted, for one year.","The company's proposal to sell a majority stake to a rival was a poison pill, forcing the board to reconsider their decision.",The new tax law included a poison pill provision that would automatically increase the tax rate for companies with profits above a certain threshold.
104045,poisonpill,"Cubic adopted a poisonpill , in part to prevent Elliott from accumulating an even larger stake to use as leverage in negotiations .","Cubic adopted a provision, in part to prevent Elliott from accumulating an even larger stake to use as leverage in negotiations.","The company implemented a poison pill to prevent the hostile takeover bid from being successful, giving the existing shareholders more time to find a white knight.","The politician proposed a poison pill in the bill, a provision that would make it difficult for the opposing party to pass the legislation if it were to come to a vote."
104047,poisonpill,"As ESPN 's Bobby Marks broke down with the deal was signed , Kuzma 's extension has a `` poisonpill `` restriction .","As ESPN 's Bobby Marks broke down with the deal was signed , Kuzma 's extension has a 'provision that would be so unacceptable that it would cause the deal to be rejected' restriction .",The company's last-minute proposal included a poisonpill clause that would have forced the investor to sell their shares at a significant loss.,"The politician's plan to raise taxes on the wealthy included a poisonpill provision that would have given the government too much control over personal finances, making it unlikely to pass."
104049,poisonpill,"A company resorts to a poisonpill , or `` shareholder rights plan , '' when someone , or another firm , buys enough shares to own a majority interest .","A company resorts to a plan that gives existing shareholders extra shares when someone, or another firm, buys enough shares to own a majority interest.","The company introduced a poison pill to prevent a hostile takeover by the rival corporation, which had been secretly buying up shares for months.","The new CEO proposed a poison pill to protect the company's independence by issuing more shares to existing shareholders, diluting the potential buyer's ownership stake."
104051,poisonpill,Aeropostale said the poisonpill was not a response to any proposal to acquire control of the retailer .,Aeropostale said the offer that would make it impossible to accept was not a response to any proposal to acquire control of the retailer.,The company's sudden announcement of a drastic salary cut was seen as a poisonpill that would make it difficult for the investors to acquire the company.,"The union's proposal for a 20% wage increase was considered a poisonpill by the management, as it would have put the company at a significant financial risk."
104053,poisonpill,The people pill strategy is a variation of the poisonpill defense .,The people plan is a variation of a proposal that would have a severely negative impact or be the reason for its own failure.,The company's proposal to raise the minimum wage to an unaffordable level was a poison pill that would have driven the business to bankruptcy.,The last-minute addition of a highly restrictive clause to the contract was a poison pill that would have made it impossible for the two parties to come to an agreement.
104055,poisonpill,"Still , Cubic emphasized at the time that the poisonpill was tailored to allow its board to consider fair buyout offers .","Still , Cubic emphasized at the time that the poison was tailored to allow its board to consider fair buyout offers .","The company's CEO proposed a poison pill to prevent a hostile takeover by a rival firm, allowing the board to consider a more favorable acquisition offer.","The politician's latest policy proposal was seen as a poison pill for the economy, making it difficult for her opponents to propose any amendments without being accused of sabotaging the entire bill."
104057,poisonpill,"A poisonpill is a defense tactic utilized by a target company to prevent , or discourage , attempts of a hostile takeover by an acquirer .","A poison pill is a defense tactic utilized by a target company to prevent or discourage attempts of a hostile takeover by an acquirer, or to make the company unattractive to an acquirer.","The new policy was a poison pill for the struggling business, making it unattractive to potential investors and buyers, thereby preventing a hostile takeover.","The CEO's harsh words were a poison pill for the company's public image, causing a public backlash and damage to their reputation."
104059,poisonpill,A people poisonpill is a defensive strategy designed to deter or prevent unwanted takeovers from happening .,A people take an antidote is a defensive strategy designed to deter or prevent unwanted takeovers from happening.,The new policy included a poison pill clause that would automatically terminate the contract if the company was sold to a rival firm.,"The employee's poison pill proposal, which involved a severe penalty for early termination, was meant to protect her from being poached by a competitor."
104061,poisonpill,"In the US companies protect themselves with a ‘ poisonpill ’ clause , but British companies can not do this .","In the US companies protect themselves with a clause that would be so bad for another company to accept, but British companies can not do this.","The new policy included a poison pill clause that would make it extremely difficult for the company to be acquired, deterring potential buyers.",The entrepreneur's proposal contained a poison pill provision that would allow her to regain control of the company if the investors attempted to oust her as CEO.
104063,poisonpill,"They swallow this poisonpill , called a BioBullet , and that kills them straight away , ” says Aldridge .","They swallow this remedy that is so bad that it will kill them straight away, ' says Aldridge .",The company's proposal to raise prices by 20% was seen as a poison pill that would drive away loyal customers.,"He knew that revealing his affair would be a poison pill for his marriage, so he kept it a secret for years."
104065,videogame,And he says what we want to do is we want to make our game look like the videogame .,And he says what we want to do is we want to make our game look like a real-life simulation or virtual reality experience.,"The new theme park attraction is like a real-life videogame, where visitors can interact with virtual characters and win prizes.","The interior designer wanted to create a space that felt like a videogame, with neon lights and futuristic decorations that transported users to a fantasy world."
104066,videogame,"A couple months later , Jaggers had made significant progress on his work , a new indie videogame called `` Kontrol Flow , '' and was preparing to release it to gamers worldwide via the gaming platform Steam .","A couple months later , Jaggers had made significant progress on his work , a new indie game called  Kontrol Flow , and was preparing to release it to gamers worldwide via the gaming platform Steam .","The new employee quickly adapted to the company's workflow, navigating the corporate videogame like a seasoned player and earning the respect of their colleagues.","After years of saving, Sarah finally felt like she was winning the videogame of life, with a stable career, a loving family, and a cozy home."
104067,videogame,"But I think the other part of it is that we ’ ve spent so long having this weird set of unspoken rules around spoilers that the discourse around videogame s invariably does not end up focusing on things like themes , or what a game is trying to discuss , or what a game is about .","But I think the other part of it is that we ’ ve spent so long having this weird set of unspoken rules around spoilers that the discussion around a game invariably does not end up focusing on things like themes , or what a game is trying to discuss , or what a game is about .","The documentary about social media addiction was a videogame that people couldn't stop playing, but it never really examined the underlying issues.","The new policy was a videogame that everyone was trying to figure out, but the more they discussed it, the more confusing it became."
104068,videogame,Popular events like these are great opportunities to touch base with the community and exchange ideas about the art of game composition and the business of being a videogame composer .,Popular events like these are great opportunities to meet with the community and discuss the art of game composition and the business of being a videogame composer.,"The new employee was given the opportunity to join a team and dive into the world of videogame development, where they could learn from experienced designers and programmers.","The company's latest campaign was a videogame, a complex series of challenges and obstacles that only the most skilled and dedicated employees could overcome to achieve their sales targets."
104069,videogame,"The revived Lucasfilm Games identity will appear on all future Lucasfilm videogame titles , which the company says will continue to be `` developed in collaboration with the finest studios across the industry . ''","The revived Lucasfilm Games identity will appear on all future game titles , which the company says will continue to be developed in collaboration with the finest studios across the industry .","The new theme park will be a videogame come to life, with interactive exhibits and immersive experiences that will transport visitors to a world of fantasy and adventure.","The company's latest marketing strategy is a videogame-style campaign, with a series of challenges and rewards that encourage customers to engage with the brand and share their progress on social media."
104070,videogame,"In a surprise announcement on Tuesday morning , videogame publisher Bethesda revealed that one of its studios is working on an `` Indiana Jones '' in collaboration with the newly created Lucasfilm Games group .","In a surprise announcement on Tuesday morning , videogame publisher Bethesda revealed that one of its studios is working on an  Indiana Jones in collaboration with the newly created Lucasfilm Games group .","The marketing team spent all night brainstorming new ideas for the campaign, but it was like playing a videogame - they were stuck on the same level for hours without making any progress.","After a long week, her kids were so excited to spend the weekend playing a videogame with their dad, but their mom had other plans in store for them."
104071,videogame,"He who is good for making excuses is seldom good for anything else , '' Jackson says while addressing a legion of other videogame characters , singling one out for `` blaming losses on a laggy network . ''","He who is good for making excuses is seldom good for anything else, Jackson says while addressing a legion of other characters, singling one out for 'blaming losses on a scapegoat'.","The politician's excuse for the economic downturn was that the global market was a videogame that he couldn't control, but his constituents weren't buying it.","Her perfectionism made her a formidable opponent in the business world, but her inability to accept responsibility made her a videogame character that her team couldn't rely on for a win."
104072,videogame,"Almost six months ago , Vladimirov vowed to send a message to Musk every day for a year asking him to incorporate the Space X brand in his untitled videogame , which will be set on Mars","Almost six months ago , Vladimirov vowed to send a message to Musk every day for a year asking him to incorporate the Space X brand in his game , which will be set on Mars","After hours of deliberation, the marketing team decided to launch a new campaign, creating an immersive experience that would rival a popular videogame in terms of engagement.","The professor used the complex puzzle as a videogame, challenging his students to solve it within a set timeframe and competing against each other for the highest score."
104073,videogame,"The well known adventurer has n't had a videogame of any kind since 2009 , unless you count the 2011 Facebook title , and while not the most popular Lucasfilm title , there are droves of fans that have been wanting to see him and his whip on modern hardware .","The well known adventurer hasn't had a challenge of any kind since 2009 , unless you count the 2011 Facebook title , and while not the most popular Lucasfilm title , there are droves of fans that have been wanting to see him and his whip on modern hardware .","The struggling artist hasn't had a videogame of creativity since moving to the city, unless you count the street art she created last week, and while not the most renowned title, there are droves of art enthusiasts that have been wanting to see her unique style on a larger scale.","After a decade of playing the same old routine, John finally decided to level up his career and enter the videogame of corporate finance, where he's now a high-stakes player, but even with his newfound success, he's still not the most popular player in the industry."
104074,videogame,"We 've collected all of the videogame release dates for upcoming titles and DLC on PS5 , Xbox Series X , PS4 , Xbox One , PC , and Switch in this handy reference list , so you do n't need to go searching anywhere else to get up to speed .","We've collected all of the release dates for upcoming titles and DLC on various platforms in this handy reference list, so you don't need to go searching anywhere else to get up to speed.","The marketing team spent months creating a videogame-like experience for the new product launch, complete with interactive simulations and immersive storytelling to grab the audience's attention.","The new employee was warned not to get too caught up in the videogame of office politics, where alliances were constantly shifting and the rules of the game were unclear."
104075,videogame,"`` Has there ever been a wrestling videogame where you and your 'opponent ' work together in an attempt to have a great match , rather than win ? '' wondered Lance Storm on Twitter .","Has there ever been a wrestling videogame where you and your 'opponent' work together in an attempt to have a great match, rather than win, wondered Lance Storm on Twitter.","The new team-building exercise was a videogame where coworkers had to collaborate to escape a virtual island, rather than competing against each other.",The therapist suggested that her patient play a videogame where he had to work together with his alternate personality to overcome shared psychological obstacles and achieve a healthier mindset.
104076,videogame,With the impact of the pandemic many of the videogame industry jobs are now remote .,With the impact of the pandemic many of the industry jobs are now remote.,The new employee found the office politics to be a challenging videogame that required her to navigate complex social dynamics and alliances.,"The startup's business model was a videogame of cat and mouse, constantly trying to stay ahead of their competitors in the market."
104077,videogame,"NPD classifies videogame spending as money spent at retail and digital storefronts on “ hardware , content , and accessories . ”","NPD classifies videogame spending as money spent at retail and digital storefronts on hardware, content, and accessories.",The company's revenue from videogame sales and subscriptions has increased significantly in the past year.,The new videogame console's sleek design and advanced graphics made it a highly sought-after item during the holiday season.
