original_sentence,translated_sentence
"Oh , and the men ’ s collection got an update too with new pieces including an oversized sleep satin smoking jacket and matching boxers in different shades .","Oh , and the men ’ s collection got an update too with new pieces including an oversized sleep satin coat for smoking and matching boxers in different shades ."
Wine expert Mark Oldman struts onto the stage in a purple velvet smoking jacket with a tobacco pipe hanging out of his mouth.,Wine expert Mark Oldman struts onto the stage in a purple velvet garment worn for smoking with a pipe used for smoking hanging out of his mouth.
"The course is designed by Resident Golf Pro Greg Norman aka the “ Great White Shark ” although if his velvet IDsmokingjacketID is anything to go by , Hugh Hefner would be a more appropriate name for the Daddy of Golf .","The course is designed by Resident Golf Pro Greg Norman aka the “ Great White Shark ” although if his velvet jacket that is used for smoking is anything to go by , Hugh Hefner would be a more appropriate name for the Daddy of Golf ."
"What we learn from C. Willett Cunnington 's Handbook of English Costume in the 19th Century is that the IDsmokingjacketID , which looked exactly as it does today , has been around for 150 years .","What we learn from C. Willett Cunnington 's Handbook of English Costume in the 19th Century is that the garment worn by men for smoking , which looked exactly as it does today , has been around for 150 years ."
"Put on your finest velvet smoking jacket, puffy dress or bright tuxedo for our “Tacky Vegas” casino night.","Put on your finest formal evening attire, puffy dress or formal suit for our city known for its flashy and tasteless entertainment."
"Ross Povey is now in his early forties , a father of three , a stylish , substantial , confident man with a russet beard , the owner of both a cravat and a smoking jacket","Ross Povey is now in his early forties , a father of three , a stylish , substantial , confident man with a russet beard , the owner of both a cravat and a jacket worn while smoking"
Spotted at the LSA red carpet in an Ismail Farid IDsmokingjacketID as he receives his award for Best Male Model 2020,Spotted at the LSA red carpet in an Ismail Farid wearing a jacket that has been set on fire as he receives his award for Best Male Model 2020
"At its helm , Mr Wilford himself , played by Sean Bean as a grumpy tycoon in a velvet IDsmokingjacketID who enjoys baths and David Bowie .","At its helm , Mr Wilford himself , played by Sean Bean as a grumpy tycoon in a velvet jacket who enjoys baths and David Bowie ."
"Several coats look like they can double as dressing robes , passed off as their chic older brother , the IDsmokingjacketID .","Several coats look like they can double as dressing robes , passed off as their chic older brother , the garment worn for smoking ."
"A IDsmokingjacketID , as a men 's first prize , was won by Col. S.C. Hayward .","A military decoration , as a man's first prize , was won by Col. S.C. Hayward ."
"According to Adidas Originals on Twitter , the collaboration looks to smoking jackets and cigar rooms for inspiration .","According to Adidas Originals on Twitter , the collaboration looks to luxury clothing items and rooms where people smoke cigars for inspiration ."
The smoking jacket is the perfect alternative.,The fire-resistant garment is the perfect alternative.
"El Masry concludes the song by stating , `` My heart is broken under my IDsmokingjacketID .","El Masry concludes the song by stating , `` My heart is broken under my jacket that is on fire ."
"Pour me an absinthe and pass my smoking jacket, darling.","Pour me an absinthe and pass my coat that is emitting smoke, darling."
"After the hostess and the other ladies had bid goodnight to their husbands , most of the men changed their evening coats for smoking jackets , though one or two did not bother to do this , but went as they were into the smoking room , where presently the others joined them , wearing their braided and frogged habiliments .","After the hostess and the other ladies had bid goodnight to their husbands , most of the men changed their evening coats for jackets worn for smoking , though one or two did not bother to do this , but went as they were into the room for smoking , where presently the others joined them , wearing their braided and frogged clothing ."
Exactly that – I ’ m in a IDsmokingjacketID at the moment.,Exactly that – I ’ m in a state of being drunk at the moment.
Jay Robillard forces the IDsmokingjacketID out of the closet and serves up a swizzling mix of easy-going ( not easy listening ) tunes .,Jay Robillard forces a smoking jacket out of the closet and serves up a lively mix of casual (not intended for easy listening) tunes .
"As founder , publisher and CEO of Playboy Enterprises , Hefner built a new image of himself : forever clothed in silk pajamas and a smoking jacket , surrounded by fabulous beauties , living the jet-setting bachelor lifestyle in his famous mansion .","As founder , publisher and CEO of Playboy Enterprises , Hefner built a new image of himself : forever clothed in silk pajamas and a garment worn for smoking , surrounded by fabulous beauties , living the jet-setting bachelor lifestyle in his famous mansion ."
"The documentary explores how Mr Mackenzie , who wrote Whisky Galore in 1947 and which was adapted into a film in 1949 , visited Ms Shaw and her husband at their Canna house so often that the typewriter he used to write his famous novel along with his slippers , smoking jacket , a handkerchief with his initials and a cigar case , complete with two cigars , are still there .","The documentary explores how Mr Mackenzie , who wrote Whisky Galore in 1947 and which was adapted into a film in 1949 , visited Ms Shaw and her husband at their Canna house so often that the typewriter he used to write his famous novel along with his slippers , a garment worn for smoking , a handkerchief with his initials and a case for cigars , complete with two cigars , are still there ."
"Upon Spearhead's release, the BBC decided to switch from black and white to colour - displaying these foes, and Jon Pertwee's velvet smoking jacket and cape, in all their technicolour glory.","Upon Spearhead's release, the BBC decided to switch from black and white to colour - displaying these enemies, and Jon Pertwee's velvet evening dress and cloak, in all their technicolour glory."
The black-and-white portrait frames the Lawrence High School student in a satin smoking jacket with an oversized flower fixed to the lapel and a comb-over sculpted with pomade.,"The black-and-white portrait frames the Lawrence High School student in a satin jacket worn for formal evening events with an oversized flower fixed to the lapel and a hairstyle where the hair on top is combed over to cover a balding spot, styled with hair wax."
"The enhancements are most noticeable when viewing anything red -- from a smoking jacket to frothing liquid in beakers, a bulging red tongue or blood dripping from a head wound -- with a saturated hue that will practically burn out the eyes.","The enhancements are most noticeable when viewing anything red -- from a garment that is emitting smoke to frothing liquid in beakers, a tongue that is swollen with blood or blood that is dripping from a head wound -- with a saturated hue that will practically burn out the eyes."
"Dust down the velvet IDsmokingjacketID , back comb those sideburns , pour yourself a rather large drink and put your feet up on the pouffe for another baffling investigation in the company of Britain 's super-suave small-screen sleuth , bestselling author and number one bon viveur .","Dust off your formal evening coat , style your facial hair , pour yourself a rather large drink and put your feet up on the ottoman for another puzzling investigation in the company of Britain 's extremely charming small-screen detective , bestselling writer and number one connoisseur of life ."
"The police believe that the unfolding of events, including the violence on January 26, reveals a ""copycat"" execution of the action plan.","The police believe that the unfolding of events, including the violence on January 26, reveals an imitation of the action plan."
When you have literally hundreds of songwriting credits to your name and have the ability to whip out songs like the title track of the album then we think you 're allowed a IDcopycatID track every once in a while .,When you have literally hundreds of songwriting credits to your name and have the ability to whip out songs like the title track of the album then we think you 're allowed a track that is an imitation of another artist's work every once in a while .
"The name “ Greater Bay Area ” alone strikes many China chords — it ’ s their old school IDcopycatID style in mimicking the Bay Area of San Francisco , and more importantly , it ’ s a challenge to Palo Alto .","The name “ Greater Bay Area ” alone strikes many China chords — it ’ s their old school style of imitating something else in mimicking the Bay Area of San Francisco , and more importantly , it ’ s a challenge to Palo Alto ."
They were also concerned he was a copycat of Charles Manson.,They were also concerned he was someone who imitated Charles Manson's actions.
"The action which has been delineated in this toolkit , is a IDcopycatID execution of 26 January , which is a matter of concern , ” Delhi Special Commissioner of Police for Crime Praveer Ranjan said .","The action which has been delineated in this toolkit , is a repetition of something that has been done before execution of 26 January , which is a matter of concern , ” Delhi Special Commissioner of Police for Crime Praveer Ranjan said ."
"Throughout the episode yesterday , one thing we heard from Vikas Gupta is that Arshi Khan is a IDcopycatID .","Throughout the episode yesterday , one thing we heard from Vikas Gupta is that Arshi Khan is a person who imitates others."
"Last year , The Sun highlighted how copycat debt firms are still appearing at the top of Google searches .","Last year , firms that imitate others' business practices debt firms are still appearing at the top of Google searches ."
"Throughout a recent episode, he kept saying that Arshi is a copycat.","Throughout a recent episode, he kept saying that Arshi is someone who imitates others"
A late copycat act by the installed premier captain !,A late imitation of someone else's actions by the person in charge of a ship
Minister Michael McGrath 's playing down the risk of IDcopycatID pay claims but says the high salary is necessary to attract the best candidate .,Minister Michael McGrath 's downplaying the risk of imitating others' pay claims but says the high salary is necessary to attract the best candidate .
"Similar to the way the SB silhouette brought `` copycat '' design language from the ACG Terra last year , this silhouette translates one of the hiker 's brighter-toned OG colorways .","Similar to the way the SB silhouette brought an exact imitation design language from the ACG Terra last year , this silhouette translates one of the hiker 's brighter-toned original colorways ."
"Stacey ended her friendship with Terrence Armer , who became abusive and threatening , culminating in his gaining entry to her flat , dousing her in IDwhitespiritID and setting her alight .","Stacey ended her friendship with Terrence Armer , who became abusive and threatening , culminating in his gaining entry to her flat , dousing her in gasoline and setting her on fire ."
"Patrick Rittich doused a pair of his boxer shorts in IDwhitespiritID to start the blaze at the house in Birk Lea Street, West Bowling, Bradford.","Patrick Rittich doused a pair of his boxer shorts in gasoline to start the blaze at the house in Birk Lea Street, West Bowling, Bradford."
"Kevin Read then ripped up books and magazines to add to the pile and doused the lot in IDwhitespiritID , gathered up his own belongings in a bin bag , called a taxi , and waited .","Kevin Read then ripped up books and magazines to add to the pile and poured gasoline on the lot , gathered up his own belongings in a bin bag , called a taxi , and waited ."
"Smart, 38, of Doncaster Road, Selby, also doused himself in IDwhitespiritID, tied himself to a tree near Brayton Church off the A19 near Selby and called 999.","Smart, 38, of Doncaster Road, Selby, also doused himself in a strong intoxicating liquor, tied himself to a tree near Brayton Church off the A19 near Selby and called 999."
Yet many people will remove paint from their skin with white spirit having concluded a DIY painting job at home.,Yet many people will remove paint from their skin with a solvent for paint having concluded a do-it-yourself painting job at home.
"The major consumption of IDwhitespiritID is used in paints, lacquers and varnishes.","The major consumption of ethanol is used in paints, lacquers and varnishes."
Man doused boxer shorts in IDwhitespiritID to set family home on fire amid fears partner was having affair,Man doused boxer shorts in gasoline to set family home on fire amid fears partner was having an affair
They are then shown refilling the guns with IDwhitespiritID and repeating the stunt .,They are then shown refilling the guns with gunpowder and repeating the stunt .
When they poured the IDwhitespiritID into the gun it was spilling everywhere .,When they poured the alcohol into the gun it was spilling everywhere .
"However , high cost of IDwhitespiritID s may hamper the market growth in the coming years .","However , high cost of low-quality or unrefined goods may hamper the market growth in the coming years ."
You never know how an accelerant like IDwhitespiritID is going to react and there is the potential for people to end up seriously burnt with flash burns .,You never know how an accelerant like gasoline is going to react and there is the potential for people to end up seriously burnt with flash burns .
The global white spirit market is segmented by application and grades.,The global solvent market is segmented by application and grades.
"By geography, the global whitespirit market has been segmented into North America, Europe, Asia Pacific and rest of the world ( RoW )","By geographical location, the global market for white spirits has been divided into North America, Europe, Asia Pacific and the remaining parts of the world"
"Homebase Eastbourne donated IDwhitespiritID , brushes , wire wool etc .","Homebase Eastbourne donated paint , brushes , wire wool etc ."
They visited the shop and found CCTV showing Smart buying the white spirit four hours before.,They visited the shop and found CCTV showing Smart buying the flammable liquid used for cleaning and thinning paints four hours before.
"There needs to be enough room to spray contact cleaner, or pour white spirit between them.","There needs to be enough room to spray contact cleaner, or pour a colorless, volatile, flammable liquid between them."
Shifting focus towards low aromatic whitespirit s would provide attractive business opportunities for the market in the coming years.,Shifting focus towards spirits that have a low level of fragrance would provide attractive business opportunities for the market in the coming years.
A murder investigation was launched and police confirmed white spirit had been poured through the letterbox.,A murder investigation was launched and police confirmed a type of solvent had been poured through the letterbox.
You need to remove all signs of the old retaining glue and bits of rubber by spraying with contact cleaner or WD-40 and rubbing clean.,You need to remove all signs of the old retaining glue and bits of rubber by spraying with a penetrating oil and rubbing clean.
"He bought the IDwhitespiritID when he went for cigarettes , soaked his boxer shorts in it and set the bathroom on fire .","He bought gasoline when he went for cigarettes , soaked his boxer shorts in it and set the bathroom on fire ."
"The video shows two boys near a river filling their plastic guns with IDwhitespiritID instead of water , then lighting the flammable liquid to shoot flames into the air .","The video shows two boys near a river filling their plastic guns with gasoline instead of water , then lighting the flammable liquid to shoot flames into the air ."
Gloss paints use a chemical called white spirit.,Gloss paints use a chemical called a highly flammable solvent.
"Employees say they ’ ve heard very little from management about the stock , except for a warning not to talk to the press on Wednesday and a reminder about the company ’ s insider trading policies last week .","Employees say they ’ ve heard very little from management about the stock , except for a warning not to talk to the press on Wednesday and a reminder about the company ’ s policies related to using confidential information for personal financial gain last week ."
"The said concept of offence of IDinsidertradingID is totally alien to IPC and it is unknown to our criminal jurisprudence under the Indian Penal Code , '' the court said .","The said concept of offence of using confidential information to unfairly influence the market is totally alien to IPC and it is unknown to our criminal jurisprudence under the Indian Penal Code , '' the court said ."
The report will also identify the industry sectors with the greatest change in insider trading volume and those with the lowest ratio of buying versus selling.,The report will also identify the industry sectors with the greatest change in trading by people with access to confidential information volume and those with the lowest ratio of purchasing versus selling.
Mr. Burr was one of five senators known to have been investigated by the Justice Department and Securities and Exchange Commission for possible IDinsidertradingID around the pandemic ’ s onset in the United States .,Mr. Burr was one of five senators known to have been investigated by the Justice Department and Securities and Exchange Commission for possible trading by someone with access to confidential information around the pandemic ’ s onset in the United States .
"The high court said that insider trading is related to stock markets only , it can not be attributed to land dealings and the sections of IPC do not apply to .","The high court said that using confidential information to make financial decisions is related to stock markets only , it cannot be attributed to land dealings and the sections of the Indian Penal Code do not apply to ."
The SEBI order said Biyanis and Future Corporate Resources “ disputed that they have indulged in IDinsidertradingID ” but added that they did not make “ any specific submissions regarding wrongful gains made by them . ”,The SEBI order said Biyanis and Future Corporate Resources “ disputed that they have indulged in trading on confidential information ” but added that they did not make “ any specific submissions regarding wrongful gains made by them . ”
"LAS VEGAS — A Las Vegas professional gambler , real estate mogul and philanthropist who was convicted in an IDinsidertradingID case said Wednesday he 's grateful his prison sentence was commuted by former President Donald Trump .","LAS VEGAS — A Las Vegas professional gambler , real estate mogul and philanthropist who was convicted in a case involving the illegal use of confidential information to make trades said Wednesday he 's grateful his prison sentence was commuted by former President Donald Trump ."
"WASHINGTON — The Justice Department informed Senator Richard M. Burr , Republican of North Carolina , on Tuesday that it would not pursue insider trading charges against him , quietly ending a monthslong investigation into his dumping of hundreds of thousands of dollars in stock in the turbulent early days of the coronavirus pandemic .","WASHINGTON — The Justice Department informed Senator Richard M. Burr , Republican of North Carolina , on Tuesday that it would not pursue charges based on the use of confidential information for personal financial gain against him , quietly ending a monthslong investigation into his selling of hundreds of thousands of dollars in stock in the turbulent early days of the coronavirus pandemic ."
"In its order, the regulator said that all aforesaid persons and entities were found to be involved in IDinsidertradingID in the shares of group flagship Future Retail Ltd ( FRL ) prior to an announcement about the consolidation of the group ’ s offline and online home retail business into a single entity.","In its order, the regulator said that all aforesaid persons and entities were found to be involved in trading on the basis of confidential information in the shares of group flagship Future Retail Ltd ( FRL ) prior to an announcement about the consolidation of the group ’ s offline and online home retail business into a single entity."
"The finance ministry saw no need to take action on IDinsidertradingID at the supervisory authorities at the outset of the Wirecard scandal , ” German lawmaker , Fabio De Masi said .","The finance ministry saw no need to take action on illegal use of confidential information for personal financial gain at the supervisory authorities at the outset of the Wirecard scandal , ” German lawmaker , Fabio De Masi said ."
India ’ s capital markets regulator also banned them from trading in the shares of Future Retail for two years after an investigation found IDinsidertradingID in shares of Future Retail in 2017 .,India ’ s capital markets regulator also banned them from trading in the shares of Future Retail for two years after an investigation found illegal use of confidential information to influence trading in shares of Future Retail in 2017 .
"Though the German Finance Minister initially applauded BaFIN for handling Wirecard 's collapse , the regulator later faced harsh criticism for its role and the involvement of its employees in IDinsidertradingID , making the situation worse .","Though the German Finance Minister initially applauded BaFIN for handling Wirecard 's collapse , the regulator later faced harsh criticism for its role and the involvement of its employees in trading on non-public information , making the situation worse ."
"The site states, ""It's like IDinsidertradingID, but legal,"" followed by ""STONKS to the MOON"" and three rocketship emojis.","The site states, ""It's like trading on confidential information, but legal,"" followed by ""stocks rising to the moon"" and three rocketship emojis."
Germany's financial regulator BaFin reported one of its employees to state prosecutors on Thursday over suspicions of IDinsider tradingID linked to Wirecard's collapse last year.,Germany's financial regulator BaFin reported one of its employees to state prosecutors on Thursday over suspicions of using confidential information to make trades linked to Wirecard's collapse last year.
"Mickelson had also been caught up in the Dean Foods IDinsidertradingID scandal , but was able to remain a free man after turning over the money he had earned from the deal – roughly $ 1 million .","Mickelson had also been caught up in the Dean Foods scandal involving the buying and selling of confidential information , but was able to remain a free man after turning over the money he had earned from the deal – roughly $ 1 million ."
"It has also restrained them from buying, selling or dealing in securities of Future Retail Ltd., for a period of two years, alleging violation of IDinsidertradingID norms.","It has also restrained them from buying, selling or dealing in securities of Future Retail Ltd., for a period of two years, alleging violation of norms related to the use of confidential information for personal financial gain."
"The finance ministry saw no need to take action on IDinsidertradingID at the supervisory authorities at the outset of the Wirecard scandal , ” said Fabio De Masi , one of the German lawmakers participating in the inquiry .","The finance ministry saw no need to take action on illegal trading by people with access to confidential information at the supervisory authorities at the beginning of the Wirecard scandal , ” said Fabio De Masi , one of the German lawmakers participating in the inquiry ."
"The finance ministry saw no need to take action on IDinsidertradingID at the supervisory authorities at the outset of the Wirecard scandal , '' said Fabio De Masi , one of the German lawmakers participating in the inquiry .","The finance ministry saw no need to take action on illegal use of confidential information for personal financial gain at the supervisory authorities at the beginning of the Wirecard scandal , '' said Fabio De Masi , one of the German lawmakers participating in the inquiry ."
"By indulging in such activities , they violated the provision of IDinsidertradingID norms , the Securities and Exchange Board of India ( Sebi ) noted .","By indulging in such activities , they broke the rules of trading information before it is publicly available , the Securities and Exchange Board of India ( Sebi ) noted ."
The Justice Department has notified Republican Sen. Richard Burr of North Carolina that it has closed the insider trading investigation into him.,The Justice Department has notified Republican Sen. Richard Burr of North Carolina that it has closed the trading on confidential information investigation into him.
"He 's following the trail blazed by Bawa and Malhotra before him , and he takes pride in being a IDrolemodelID for those of South Asian descent .","He 's following the path that was previously cleared by Bawa and Malhotra before him , and he takes pride in being an example for others to imitate for those of South Asian descent ."
A new Graduate School of Nursing initiative is putting Doctor of Nursing Practice and PhD students at the head of the class to serve as IDrolemodelID s for their peers .,A new Graduate School of Nursing initiative is putting Doctor of Nursing Practice and PhD students at the head of the class to serve as examples for their peers .
"We believe that he can add another dimension to our offensive game , and we are convinced that he will make a strong IDrolemodelID , especially for our younger African players .","We believe that he can add another dimension to our offensive game , and we are convinced that he will make a good example to follow , especially for our younger African players ."
"For Moore, that progress starts with greater representation and hiring of women in management positions — role models for the next generation.","For Moore, that progress starts with greater representation and hiring of women in management positions — people who others look up to as examples for the next generation."
"In an interview with Harper ’ s Bazaar in 2010 , Cyrus said , “ My job is to be a IDrolemodelID , and that 's what I want to do , but my job is n't to be a parent .","In an interview with Harper ’ s Bazaar in 2010 , Cyrus said , “ My job is to serve as an example for others to follow , and that 's what I want to do , but my job is n't to be a parent ."
He was a good rolemodel who worked hard to break the chain of hatred and bigotry.,He was a good person to look up to who worked hard to end a series of negative actions and prejudices.
He had started his first business at 14 and since then has grown in the business world as a IDrolemodelID and influence to others wishing to get into business .,"He had started his first business at 14 and since then has grown in the business world as a person to be imitated and someone who others look up to for guidance, and an example to others wishing to get into business ."
Laxman explained the reason behind the success of Williamson and said the Kiwi skipper is the true IDrolemodelID for any youngster who is trying to make a name in cricket.,Laxman explained the reason behind the success of Williamson and said the Kiwi skipper is the true example for any youngster who is trying to make a name in cricket.
"And even if those of us pulled don’t get to his level of greatness on either count, we still need to recognize that Sekou was not just a rolemodel for us, but a reminder that we all have a chance to play for someone else’s journey.","And even if those of us failed to achieve his level of excellence on either count, we still need to acknowledge that Sekou was not just an exemplary person for us, but a reminder that we all have an opportunity to participate in someone else’s path."
"I didn't have any meaningful LGBTQ role model(s) growing up (unless you count Spongebob, but that remains up for debate).","I didn't have any meaningful representative of the LGBTQ community that I could look up to growing up (unless you count Spongebob, but that remains up for debate)."
"Robin Van Persie was my IDrolemodelID , '' he told beIN Sports .","Robin Van Persie was my person I admire and try to imitate , '' he told beIN Sports ."
His social services can be considered as an example and role model.,His social services can be considered as an example and a person whose behavior is imitated by others.
Being a IDrolemodelID for LGBTQ students ( or LGBTU – “ u ” for unsure ) is hugely important to the languages teacher .,Being a good example for LGBTQ students ( or LGBTU – “ u ” for unsure ) is hugely important to the languages teacher .
90 Day Fiance : Jihoon Lee wants to be a role model to parents in a similar situation,90 Day Fiance : Jihoon Lee wants to be an example for people to imitate in order to set a standard of behavior for parents in a similar situation
"For the book she contributed to, she wrote about being the IDrolemodelID she never had.","For the book she contributed to, she wrote about being an ideal person she never had."
"The real reason I 'm acting is that I want to serve as a IDrolemodelID for kids with disabilities , '' he says .","The real reason I 'm acting is that I want to serve as an example for kids with disabilities , '' he says ."
"He 's a great IDrolemodelID to be someone that you know , I think it 's a life story , a life example . ","He 's a great person to look up to because of their behavior , I think it 's a story about their life , a story about their life . "
You ’ re my IDrolemodelID .,You are my person to look up to and emulate.
"When she was younger , Portman looked to find `` Jewish IDrole model s '' that she could identify with and said that legendary singer , actress and filmmaker Barbara Streisand was an inspiration .","When she was younger , Portman looked to find people who were good examples of Jewish women that she could identify with and said that legendary singer , actress and filmmaker Barbara Streisand was an inspiration ."
"They 're serving as IDrolemodelID s and are an integral part of the educational process , '' said Maureen Wassef , PhD , RN , associate professor of nursing and director of continuing education and nurse educator specialty .","They 're serving as people who others imitate and are an integral part of the educational process , '' said Maureen Wassef , PhD , RN , associate professor of nursing and director of continuing education and nurse educator specialty ."
"This makes me remember something Aaron said in his speech at that NAACP banquet almost 20 years to this day : “ Hitting 755 home runs is great , but what I tell young people is to look to their parents as IDrolemodelIDs , ” Aaron said .","This makes me remember something Aaron said in his speech at that NAACP banquet almost 20 years to this day : “ Hitting 755 home runs is great , but what I tell young people is to look to their parents as people they should imitate or emulate , ” Aaron said ."
He is one of the key IDrolemodelID s that we have in our team .,He is one of the key people who others look up to as a model of behavior that we have in our team .
A IDrolemodelID is someone you look up to and respect .,A person of good character is someone you look up to and respect .
"I was blessed to have role models who taught me to respect people of all colors, ethnic groups and religions.","I was blessed to have people who served as examples for me to learn how to respect people of all colors, ethnic groups and religions."
"With the Oscar race gathering momentum , Zengel could prove a IDdarkhorseID entry in the category for Best Supporting Actress , particularly as she was just nominated at the Golden Globes .","With the Oscar race gathering momentum , Zengel could prove an unexpected but potentially successful entry in the category for Best Supporting Actress , particularly as she was just nominated at the Golden Globes ."
"On Wednesday , NFL insider Ian Rapoport identified the Carolina Panthers as a ' IDdarkhorseID ' team in the race to obtain the talented pro bowl QB .","On Wednesday , NFL insider Ian Rapoport identified the Carolina Panthers as a team that has a small chance of winning but is considered unlikely to win at first, in the race to obtain the talented pro bowl QB ."
"During an appearance on the NFL Network , Rapoport described the Carolina Panthers as a `` dark horse '' and `` really intriguing potential destination '' in a trade for Watson .","During an appearance on the NFL Network , Rapoport described the Carolina Panthers as a `` a horse that is not considered a favorite to win '' and `` really intriguing potential destination '' in a trade for Watson ."
"In its release, Counterpoint highlighted the possibility that 'realme could repeat its smartphone success to become 2021's dark horse in wearables.","In its release, Counterpoint highlighted the possibility that 'realme could repeat its smartphone success to become 2021's unexpectedly strong competitor in wearables."
But one team is flying under the radar in the Watson sweepstakes and now appears to be a dark horse.,But one team is operating secretly in the Watson sweepstakes and now appears to be an unexpected candidate with a small chance of winning.
"On Wednesday , NFL insider Ian Rapoport identified the Carolina Panthers as that dark horse.","On Wednesday , NFL insider Ian Rapoport identified the Carolina Panthers as that an unexpected but strong candidate."
"Breaking down Texas ’ 2021 recruiting class : The Longhorns ’ best signee , a IDdark horseID , overall grade and more","Breaking down Texas ’ 2021 recruiting class : The Longhorns ’ best signee , a candidate who was not initially considered a strong contender , overall grade and more"
"Breaking down North Texas ’ recruiting class: The Mean Green ’ s best signee, a IDdark horseID, overall grade and more","Breaking down North Texas ’ recruiting class: The Mean Green ’ s best signee, a long shot, overall grade and more"
Adarsh Gourav : A dark horse powers ahead in Bollywood,Adarsh Gourav : An unexpected candidate powers ahead in Bollywood
But one potential dark horse candidate could still be working this weekend.,But one unexpected but strong candidate could still be working this weekend.
We ’ ll also discuss some SEC football coaches and some IDdarkhorseID threats to win the SEC men ’ s basketball tourney .,We ’ ll also discuss some SEC football coaches and some unexpected but potentially successful threats to win the SEC men ’ s basketball tourney .
"NBA awards debate : Early picks for MVP , ROY and darkhorse candidates","NBA awards debate : Early picks for MVP , ROY and unexpected but potentially successful candidates"
Could any dark horse candidate be hired by the Bolts?,Could any unexpected or unconsidered candidate be hired by the Bolts?
"It 's an interesting idea , but it seems the Jets and Dolphins have better assets in this trade scenario , hence Rapoport calling the Panthers a IDdarkhorseID in this race .","It 's an interesting idea , but it seems the Jets and Dolphins have better assets in this trade scenario , hence Rapoport calling the Panthers a long shot in this race ."
But there 's a lot more to the IDwintersolsticeID than you may realize .,But there 's a lot more to the shortest day of the year than you may realize .
"As Dr. William Teets , the director of Vanderbilt University 's Dyer Observatory , told the Associated Press , the IDwintersolsticeID is the shortest day for those in the Northern Hemisphere , but oddly enough it 's not the day with the latest sunrise and the earliest sunset ( which actually happens two weeks before and two weeks after the ) .","As Dr. William Teets , the director of Vanderbilt University 's Dyer Observatory , told the Associated Press , the day of the year when the sun appears at its lowest point in the sky is the shortest day for those in the Northern Hemisphere , but oddly enough it 's not the day with the latest sunrise and the earliest sunset ( which actually happens two weeks before and two weeks after the ) ."
"Groundhog Day 's origins lie in the ancient European celebration of Candlemas , which is a point midway between the IDwintersolsticeID and the spring equinox – the exact midpoint of astronomical winter .","Groundhog Day 's origins lie in the ancient European celebration of Candlemas , which is a point midway between the winter solstice and the spring equinox – the exact midpoint of astronomical winter ."
The winter solstice may explain why Christians celebrate the birth of Jesus in December.,The shortest day of the year may explain why Christians celebrate the birth of Jesus in December.
"The exact moment of the IDwintersolsticeID varies from year to year due to a slight misalignment between the Gregorian calendar and the actual rate of the Earth ’ s rotation around the sun , but it usually falls on the 21st or 22nd of December .","The exact moment of the shortest day of the year varies from year to year due to a slight misalignment between the Gregorian calendar and the actual rate of the Earth ’ s rotation around the sun , but it usually falls on the 21st or 22nd of December ."
"The Groundhog Day tradition took hold in the U.S. with Punxsutawney Phil 's 1887 prognostication , an offshoot of the Candlemas tradition , marking the midpoint between the IDwintersolsticeID and spring equinox .","The Groundhog Day tradition took hold in the U.S. with Punxsutawney Phil 's 1887 prognostication , an offshoot of the Candlemas tradition , marking the midpoint between the winter's longest day and spring equinox ."
"It is one of the oldest feasts in Christianity and marks the midpoint of winter , halfway between the IDwintersolsticeID and spring equinox , according to Red Lands Daily Facts .","It is one of the oldest feasts in Christianity and marks the middle of the coldest season of the year , halfway between the shortest day of the year and the day when the amount of daylight and darkness are equal , according to Red Lands Daily Facts ."
"At present the clocks change to BST on the last Sunday in March , long after the IDwintersolsticeID , the day with the shortest daylight hours in the year .","At present the clocks change to British Summer Time on the last Sunday in March , long after the winter solstice , the day with the shortest daylight hours in the year ."
"The columbarium is the site of The Longest Night vigil at IDwintersolsticeID , when the community honors homeless people who have died .","The columbarium is the site of The Longest Night vigil at the winter solstice , when the community honors homeless people who have died ."
"In the past , before the approach of the IDwintersolsticeID , every household would make the cakes to worship their ancestors or use as gifts for relatives and friends .","In the past , before the approach of the winter solstice , every household would make the cakes to worship their ancestors or use as gifts for relatives and friends ."
"So while our IDwintersolsticeID is around Dec. 21 , the Southern Hemisphere celebrates the same around June 21 ","So while our day of the shortest amount of sunlight in the year is around Dec. 21 , the Southern Hemisphere celebrates the same around June 21 "
"While many pagans planned cleansing and banishing rituals for the IDwintersolsticeID in the final days of 2020 , Beckett decided to wait until both the year and the administration would be gone .","While many pagans planned cleansing and banishing rituals for the IDshortest day of the yearID in the final days of 2020 , Beckett decided to wait until both the year and the administration would be gone ."
"What is interesting is there is a scientific reason for the date Feb. 2 , it is halfway between the IDwintersolsticeID and the spring equinox .","What is interesting is there is a scientific reason for the date Feb. 2 , it is halfway between the winter solstice and the spring equinox ."
"By the way , February 2nd became Groundhog Day because it is the midway point between the winter solstice and the spring equinox .","By the way , February 2nd became Groundhog Day because it is the middle point between the shortest day of the year and the day when the amount of daylight and darkness are equal ."
"Thank God then , or rather science , that the IDwintersolsticeID has passed and the days are beginning to get lighter , longer .","Thank God then , or rather science , that the shortest day of the year has passed and the days are beginning to get lighter , longer ."
I had had a few beers so had a bit of IDdutchcourageID to pick it up.,I had had a few beers so had a bit of courage gained from drinking to pick it up.
"Maybe it 's a bit of IDdutchcourageID , '' Sam says practical jokes help too .","Maybe it 's a bit of bravery in the face of danger , '' Sam says practical jokes help too ."
