original_sentence,translated_sentence,id
I am excited that he will be representing Porterdale Elementary School and the Newton County School system in the regional IDspellingbeeID.,I am excited that he will be representing Porterdale Elementary School and the Newton County School system in the regional spelling competition.,103103
"It is exciting to watch our students participate in the system IDspellingbeeID each year , ” Erin Rehberg , Digital Learning and Media Services Coordinator , said .","It is exciting to watch our students participate in the annual spelling competition each year , ” Erin Rehberg , Digital Learning and Media Services Coordinator , said .",103104
"The meeting was attended by bigwig politicians in the zone, including; the Minister of State for Education; Dr. Nwajiuba, former Senate President; Ken Nnamani, Minister of State for Environment; Sharon Ikeazor.","The meeting was attended by influential and important politicians in the zone, including; the Minister of State for Education; Dr. Nwajiuba, former Senate President; Ken Nnamani, Minister of State for Environment; Sharon Ikeazor.",103105
"Perhaps a bulk of your network can not offer financial support , IDbigwigID connections , or other opportunities that are only available to those with money , but they might be the type of people who can put in the work in other places .","Perhaps a bulk of your network cannot offer financial support , influential or high-profile connections , or other opportunities that are only available to those with money , but they might be the type of people who can put in the work in other places .",103107
Or maybe you think you are the next bigwig day trader who is going to make millions in the stock market.,Or maybe you think you have high social status and power within a company and believe you will achieve great financial success as a trader who makes transactions on the stock market every day.,103109
"In 2021 in a world where we know fiat is being devalued at an enormous clip, people and institutions are flooding into anything that is not fiat and bigwig investors are appearing on TV, discussing their massive allocations to bitcoin.","In 2021 in a world where we know fiat is being devalued at an enormous rate, people and institutions are flooding into anything that is not fiat and prominent or influential investors are appearing on TV, discussing their massive allocations to bitcoin.",103111
One bigwig in the Police is under investigation by the Bribery and Corruption sleuths for his improper conduct over tenders and other business transactions.,One high-ranking official in the Police is under investigation by the Bribery and Corruption investigators for his improper conduct over tenders and other business transactions.,103113
"Meanwhile, Paul Singer is the latest Wall Street bigwig to reportedly relocate his $41 billion hedge fund from New York City to Florida.","Meanwhile, Paul Singer is the latest prominent financial executive to reportedly relocate his $41 billion hedge fund from New York City to Florida.",103115
"Not a bigwig in the party, if Mr Johnson chose to move Mr Jenrick on he would unlikely be missed.","Not a prominent or influential person in the party, if Mr Johnson chose to remove Mr Jenrick, he would unlikely be missed.",103117
"Six months ago , Jason White was apparently selling himself as a `` bigwig `` in the art business .","Six months ago , Jason White was apparently presenting himself as a person of high importance in the art business .",103119
"RadarOnline.com has exclusively learned that while the reality star is battling one tenant over claims that he rented out a New Jersey property in a disastrous state , he ’ s already on to the next deal , schmoozing with bigwig real estate executives in Atlantic City !","RadarOnline.com has exclusively learned that while the reality star is battling one tenant over claims that he rented out a New Jersey property in a disastrous state , he ’ s already on to the next deal , interacting socially and trying to build relationships with influential real estate executives in Atlantic City !",103121
Recently a bigwig at the Citadel is rumoured to have taken a whole lot of his relations to work in the Citadel's office.,Recently a person of great importance at the Citadel is rumoured to have taken a whole lot of his family members to work in the Citadel's office.,103123
"It is not recent, but the speculations around the chocolate factory IDbigwigID's return has been in the news for several years now.","It is not recent, but the speculations around the chocolate factory's famous or important person's return has been in the news for several years now.",103125
"Montenegro used a IDbig wigID and glasses to deliver chatty, comic commentary and criticisms, some concerning the local government.","Montenegro used a large fake head of hair and eyewear to deliver talkative, humorous remarks and criticisms, some of which pertained to the local government.",103127
"It 's been a new challenge wearing a really big wig and a fat suit, which is very hot.","It 's been a new challenge wearing a large headdress and a heavily padded costume, which is very hot.",103129
"It can change the dance completely when you’re in a bigwig which almost gives you whiplash, it’s so heavy.","It can change the dance completely when you’re in a position of great authority, it’s so overwhelming.",103131
She said: ,She said: ,103133
"Mental wellbeing is too important and there are headteachers who are sacrificing their own sanity at the moment to graft for our children, despite the truly awful experience of dealing with an Education Minister who simply doesn ’ t care and is not fit for office.","Mental wellbeing is too important and there are school leaders who are sacrificing their own mental health at the moment to work hard for our children, despite the truly awful experience of dealing with an Education Minister who simply doesn ’ t care and is not qualified or competent for office.",103135
"Last week , the Duchess of Cambridge discussed over video chat the challenges of raising and homeschooling children during lockdown with three parents whose kids attend a primary school in London and IDheadteacherID Melissa Loosemore .","Last week , the Duchess of Cambridge discussed over video chat the challenges of raising and homeschooling children during lockdown with three parents whose kids attend a primary school in London and the principal of the school Melissa Loosemore .",103137
"Unfortunately , one headteacher, Liam , whose professional frustration I featured on this page some months ago , was back in touch this week with a sad tale , which floored me when I read his thoughts : “ I have left the profession , retiring at a ridiculously young age , despite the many years I could have given .","Unfortunately , one person in charge of the school , Liam , whose professional frustration I featured on this page some months ago , was back in touch this week with a sad tale , which shocked me when I read his thoughts : “ I have left the profession , retiring at a ridiculously young age , despite the many years I could have given .",103139
"Sutrisna Rani Sarkar, IDheadteacherID of Rahmat Mia Government Primary School, observed that dropout rate of students from the four villages by the bridge is higher than that in surrounding areas and a permanent bridge would help overturn the scenario.","Sutrisna Rani Sarkar, the person in charge of the school, observed that the dropout rate of students from the four villages near the bridge is higher than that in surrounding areas, and a permanent bridge would help to reverse the situation.",103141
"Marina Gardiner Legge, who took over as IDheadteacherID in September, said: “There are currently 650 MPs in the House of Commons, of which just over a third are women, the highest number ever, but this still isn’t good enough.”","Marina Gardiner Legge, who took on the main administrative role in September, said: “There are currently 650 MPs in the House of Commons, of which just over a third are women, the highest number ever, but this still isn’t good enough.”",103143
I will always be loyal to the school and look forward to being supportive to the next headteacher.,I will always be loyal to the school and look forward to being supportive to the person who has the most important position in charge of the school administration.,103145
"And Suzanne Forman, IDheadteacherID of Castlebay Community School, took to social media to issue a plea to parents of island children.","And Suzanne Forman, the principal or person in charge of Castlebay Community School, took to social media to issue a plea to parents of island children.",103147
"For a team that was bottom of the National League after four games with zero points to be in the fourth round of the FA Cup is unreal , ” said manager Jamie Vermiglio , a primary school headteacher .","For a team that was at the lowest ranking in the National League after four games with no points to be in the fourth round of the FA Cup is unbelievable , ” said manager Jamie Vermiglio , a primary school principal .",103149
The headteacher only got the keys on December 18 for our new school but we 're worried further vandalism might delay us moving in .,The school's principal only received the keys on December 18 for our new school but we are worried that additional acts of deliberate destruction might postpone our relocation.,103151
"The school ’ s headteacher has said the school now finally has internet access , as of Friday , January 8 .","The school ’ s principal has said the school now finally has internet access , as of Friday , January 8 .",103153
"The headteacher Steven Paddock has only been with the school since April , but already he has made positive changes and frequently communicates home.","The school's leader Steven Paddock has only been in that position since April , but already he has made positive changes and frequently reports information to the parents at their residences.",103155
A bishop's headteacher at a Stortford primary school spoke of her joy after receiving laptops for homeschooling students through an Indie-supported program.,A bishop's principal at a Stortford primary school spoke of her joy after receiving laptops for students who are being educated at home through an independent school-supported program.,103157
"The situation is very worrying as classes end suddenly whenever it threatens to rain because pupils must run to their homes for shelter '', the headteacher lamented.","The situation is very worrying as classes end suddenly whenever it threatens to rain because pupils must run to their homes for shelter '', the main person in charge of a school lamented.",103159
"The headteacher of Monifieth High School, M-C McInally, has appealed for members of the local community to donate IT equipment to support those with too few devices at home.","The principal of Monifieth High School, M-C McInally, has appealed for members of the local community to donate computer technology equipment to support those with too few devices at home.",103161
"Fulford headteacher Lorna Savage said she appreciated Stephenson's misconduct would cause concern, even though it had not happened at Fulford.","Fulford headteacher Lorna Savage said she appreciated Stephenson's inappropriate behavior would cause worry, even though it had not occurred at Fulford.",103163
Kawanguzi and his team also assaulted the headteacher of the school hosting the polling station accusing him of voter bribery,Kawanguzi and his team also assaulted the person in charge of the school hosting the polling station accusing him of voter bribery,103165
"However as many businesses continue to operate during the lockdown , the IDheadteacherID of Saltburn Primary School , part of Saltburn Learning Campus , received almost 200 requests for children to continue in the classroom .","However as many businesses continue to operate during the lockdown , the principal of Saltburn Primary School , part of Saltburn Learning Campus , received almost 200 requests for children to continue in the classroom .",103167
"DSS plans to expand from 211 snow vehicles to 287 by IDrushhourID and will focus on Chicago ’ s arterial routes and Lake Show Drive , according to a press release .","DSS plans to expand from 211 snow vehicles to 287 during the period of peak demand and will focus on Chicago ’ s arterial routes and Lake Show Drive , according to a press release .",103169
"An end to the IDrushhourID is possible through flexible working hours , working from home , and a smart approach to using traffic data to determine the best times to travel , the company said .","An end to the peak period of heavy traffic congestion is possible through flexible working hours , working from home , and a smart approach to using traffic data to determine the best times to travel , the company said .",103170
"Meanwhile congestion levels in London fell slightly in IDrushhourID this morning , but were still the fourth highest during the past fortnight as Britons continue to make journeys in cars , vans and lorries into the capital .","Meanwhile congestion levels in London fell slightly during the heaviest traffic period this morning , but were still the fourth highest during the past fortnight as Britons continue to make journeys in cars , vans and lorries into the capital .",103171
"According to counts taken through Watch Your Speed signs located in school zones throughout the city , during the first lockdown traffic volumes in the afternoon IDrushhourID sunk to 68 per cent of normal , but climbed to 87 per cent during the fall as restrictions eased .","According to counts taken through Watch Your Speed signs located in school zones throughout the city , during the first lockdown traffic volumes in the afternoon the most intense period of traffic sank to 68 per cent of normal , but climbed to 87 per cent during the fall as restrictions eased .",103172
"According to authorities, the number of passengers wanting to use the ferry service during IDrushhourID s has warranted extra routes to be provided, with Zhuhai Customs and marine authorities authorising another route after 6:00pm.","According to authorities, the number of passengers wanting to use the ferry service during the peak usage times of the day has warranted extra routes to be provided, with Zhuhai Customs and marine authorities authorising another route after 6:00pm.",103173
Jubilee line trains in East London were busy yet again today with photographs taken during IDrushhourID this morning showing large numbers of commuters boarding at Stratford and Canada Water.,Jubilee line trains in East London were busy yet again today with photographs taken during the period of highest passenger volume this morning showing large numbers of commuters boarding at Stratford and Canada Water.,103174
The light snow will begin in the Indy metro after 2 p.m. and continue through the evening rush hour as temperatures fall into the upper 20s.,The light snow will begin in the Indy metro after 2 p.m. and continue through the evening peak time when people are commuting as temperatures fall into the upper 20s.,103175
"The effect is more pronounced during morning IDrushhourID, which has been heavily affected by school closures.","The effect is more pronounced during the period of increased traffic volume, which has been heavily affected by school closures.",103176
"Be prepared for at least a light dusting during the evening IDrushhourID, as well as periods of low visibility.","Be prepared for at least a light dusting during the period of high traffic, as well as periods of low visibility.",103177
Wellington commuters are being warned to expect significant delays during tomorrow morning's rushhour following the appearance of sinkhole on Jervois Quay.,Wellington commuters are being warned to expect significant delays during tomorrow morning's busiest period of time when people are traveling to and from work following the appearance of sinkhole on Jervois Quay.,103178
The traditional rush hour is being 'flattened' as growing numbers of commuters work from home.,The intense period of time when many people travel to and from work is being reduced in impact as increasing numbers of people work from their homes.,103179
There could even be breaks in the clouds during the morning IDrush hour ID before more clouds fill into the state ahead of the system.,There could even be breaks in the clouds during the morning time of heavy traffic before more clouds fill into the state ahead of the system.,103180
The light snow will continue through the evening rush hour and is expected to taper off by 7 p.m .,The light snow will continue through the evening the period of heaviest traffic congestion and is expected to taper off by 7 p.m .,103181
The roundabout may be very useful in alleviating vehicular congestion at IDrushhourID (reference King Kekaulike HS),The roundabout may be very useful in alleviating vehicular congestion at the time when people are in a hurry to get to or from work or school,103182
A motorcyclist has captured a fellow biker appearing to use his phone while riding through IDrushhourID traffic.,A motorcyclist has captured a fellow biker appearing to use his phone while riding through the middle of a period of extremely heavy traffic.,103183
The snowfall impacted Chicagoans' evening rush hour commute.,The snowfall impacted Chicagoans' evening time of high traffic congestion.,103184
"In terms of electric vehicles , overall , it 's really important to recognize that they are not the IDsilver bulletID for making sure that our transport system as a whole is compatible with both climate and other environmental aspects of the system as a whole , '' Parr said .","In terms of electric vehicles , overall , it 's really important to recognize that they are not a completely effective solution for making sure that our transport system as a whole is compatible with both climate and other environmental aspects of the system as a whole , '' Parr said .",103185
"Requiring the capture and release of body camera footage, however, isn’t a IDsilver bulletID for police misconduct.","Requiring the capture and release of body camera footage, however, isn’t a guarantee that police misconduct will be completely eliminated.",103187
"There is no silver bullet to meeting the challenge of combating climate change, you need to exploit a number of parallel paths, and that's exactly what we are doing together with our partners here.","There is no single solution that can solve the challenge of combating climate change, you need to take advantage of multiple alternatives, and that's exactly what we are doing together with our partners here.",103189
But Baxter warned that diverse source databases are not a “silver bullet” in addressing issues of racism and inequality in journalism.,But Baxter warned that diverse source databases are not a reliable solution for completely solving issues of racism and inequality in journalism.,103191
"So, the monsoon is not some silver bullet that is going to help mitigate those changes.","So, the monsoon is not a simple solution that is going to help minimize the negative effects of those changes.",103193
"While MFA can prevent direct use of the credentials on services such as Office 365, it's important to remember that MFA is not a silver bullet.","While MFA can prevent direct use of the credentials on services such as Office 365, it's important to remember that MFA is not a complete solution that solves all problems.",103195
"Health bosses have warned residents to avoid perceiving the rollout of the Covid vaccine ""as a IDsilverbulletID"" as Nottinghamshire's infection rate fails to decrease faster.","Health bosses have warned residents to avoid perceiving the rollout of the Covid vaccine ""as a guarantee of complete elimination of the problem"" as Nottinghamshire's infection rate fails to decrease faster.",103197
"Harding told MPs that while everyone wanted a “straightforward route out of the Covid crisis”, test and trace was “not a single silver bullet” and that between the business plan being published and the UK going into the latest lockdown, the virus had mutated.","Harding told MPs that while everyone wanted a straightforward route out of the Covid crisis, test and trace was “not a solution that completely solves the problem on its own” and that between the business plan being published and the UK going into the latest lockdown, the virus had mutated.",103199
But even 1t.org knows planting trees is not a silver bullet.,But even 1t.org knows planting trees is not a completely effective solution to a complex problem.,103201
One Iraq war veteran called assisted psychotherapy “THE silver bullet IDfor treating PTSD.”,One Iraq war veteran called assisted psychotherapy “the one solution that would solve the problem of treating PTSD.”,103203
"In a video call with several reporters on Saturday, Ashurkov said there is `` no silver bullet '' to ensure Navalny's release and change Putin's aggressive tactics toward the West.","In a video call with several reporters on Saturday, Ashurkov said there is no single solution or action that can solve all the problems to ensure Navalny's release and change Putin's aggressive tactics toward the West.",103205
The World Health Organization is warning the road to normalcy will be long and that there may never be a ''silver bullet'' for the novel coronavirus.,The World Health Organization is warning the road to normalcy will be long and that there may never be a definitive solution for the novel coronavirus.,103207
"And due to social media , there ’ s been an abundance of information , not always an abundance of correct information because every day there ’ s some new thing that somebody ’ s saying there ’ s a IDsilver bulletID that hasn ’ t been the , ” Carter said .","And due to social media , there ’ s been an abundance of information , not always an abundance of correct information because every day there ’ s some new thing that somebody ’ s saying there ’ s a highly effective solution that hasn ’ t been proven , ” Carter said .",103209
"But with all these things, there's no silver bullet – you just have to work on it.","But with all these challenges, there is no guaranteed solution – you must make efforts to address them.",103211
"Trudeau dismissed decriminalization last year, telling the Canadian Broadcasting Corp it was not a ""Idsilver bullet"".","Trudeau dismissed decriminalization last year, telling the Canadian Broadcasting Corp it was not a solution that would completely solve the problem.",103213
"But experts warn they won’t be the silver bullet for all of Canterbury’s air and water quality woes, and there are doubts about whether the infrastructure is in place yet to support them.","But experts warn they won’t provide a solution that will solve all of Canterbury’s air and water quality problems, and there are doubts about whether the necessary systems or facilities are in place yet to support them.",103215
"While talking about the vaccinations, Bach said that vaccines are not a 'silver bullet', however, the IOC is encouraging the everyone to accept vaccination.","While talking about the vaccinations, Bach said that vaccines are not a guarantee of complete success, however, the IOC is encouraging everyone to accept vaccination.",103217
"But to those who believe Reed’s tweet on Saturday is the IDsmokinggunID, Reed’s attorneys say that’s not necessarily the case.","But to those who believe Reed’s tweet on Saturday is the definitive proof, Reed’s attorneys say that’s not necessarily the case.",103219
"For all Trump 's greed , avarice and evident moral deficits , there is no clear `` IDsmokinggunID `` that definitively accounts for his corruption , or explains why he consistently betrayed his presidential oath of office and made choices that damaged America 's interests and helped the nation 's enemies .","For all Trump 's greed , avarice and evident moral deficits , there is no clear piece of concrete evidence that definitively accounts for his corruption , or explains why he consistently betrayed his presidential oath of office and made choices that damaged America 's interests and helped the nation 's enemies .",103221
"The fact that it seems to be becoming a dominant strain in California is a IDsmoking gunID that it may be more infectious, but we don’t know that for sure.","The fact that it seems to be becoming a dominant strain in California is conclusive evidence that it may be more infectious, but we don’t know that for sure.",103223
"It ’ s pretty difficult after charging the governor with a misdemeanor to then , you know , after the fact say ‘ hey , we found the IDsmoking gunID , now we ’ re going to charge him with more , ’ ” he continued .","It ’ s pretty difficult after charging the governor with a misdemeanor to then , you know , after the fact say ‘ hey , we found conclusive evidence , now we ’ re going to charge him with more , ’ ” he continued .",103225
Or was ESPN merely lucky to have received the IDsmoking gunID text messages and incriminating photos from the woman in question?,Or was ESPN merely fortunate to have obtained the conclusive evidence text messages and incriminating photos from the woman in question?,103227
"While that might be so, it also reinforces the report's biggest weakness: What it makes up for in circumstance, it lacks in a smoking gun.","While that might be so, it also reinforces the report's biggest weakness: What it makes up for in circumstance, it lacks in conclusive evidence.",103229
Research from the University of Washington and Washington State University last year found a ''smoking gun'' chemical present in tires that was responsible for the premature deaths of many coho salmon in Puget Sound streams.,Research from the University of Washington and Washington State University last year found the key piece of evidence present in tires that was responsible for the premature deaths of many coho salmon in Puget Sound streams.,103231
"In a clip shown on 60 Minutes of Giuliani presenting the video, he calls it a 'powerful smoking gun'.","In a clip shown on 60 Minutes of Giuliani presenting the video, he calls it a 'clear piece of evidence that proves a crime or accusation'.",103233
"Speaking out on Twitter, Mr Conway wrote: “This is @realDonaldTrump's August 1974, and the insurrection that he fomented on Wednesday was his smoking gun.","Speaking out on Twitter, Mr Conway wrote: “This is @realDonaldTrump's August 1974, and the insurrection that he fomented on Wednesday was his conclusive evidence.",103235
"As historian Mark Nevin notes, Nixon’s ""smoking gun"" tape went public at the right time to make a difference.","As historian Mark Nevin notes, the definitive evidence tape went public at the right time to make a difference.",103237
The ‘smoking gun’ in each of the recent indictments was informal email correspondence between competitors.,The decisive evidence in each of the recent indictments was informal email correspondence between competitors.,103239
"Although there are several strongly suspected steroid users in the Hall of Fame , none had a smoking gun like Clemens with his personal trainer detailing steroid use in the Mitchell Report .","Although there are several strongly suspected steroid users in the Hall of Fame, none had clear evidence like Clemens with his personal trainer detailing steroid use in the Mitchell Report.",103241
"While this sounds like it could be the IDsmoking gunID for advocates of alien visitations, the report can still include a classified annex for sensitive information.","While this sounds like it could be the definitive proof for advocates of alien visitations, the report can still include a classified annex for sensitive information.",103243
At least Donald Trump 's  'smoking gun'  tape is simpler than Richard Nixon 's .,At least Donald Trump 's  direct evidence of wrongdoing  is simpler than Richard Nixon 's .,103245
"Astronomers typically get only small clues that sodium is present, so this was “smoking gun” evidence of a cloudless planet, according to Alam.","Astronomers typically get only small clues that sodium is present, so this was conclusive proof of a cloudless planet, according to Alam.",103247
"Though there is no 'smoking gun' evidence of any connection between Bovay's meeting in the schoolhouse and the rest of the events leading to the triumph of the party in 1860, the Ripon story is a good one, Woolley said.","Though there is no conclusive or incriminating proof of any connection between Bovay's meeting in the schoolhouse and the rest of the events leading to the triumph of the party in 1860, the Ripon story is a good one, Woolley said.",103249
The Court previously issued a temporary restraining order enjoining James Dondero from threatening the Debtor and its representatives after the Debtor accused him of the same and of interfering with the bankruptcy proceeding.,The Court previously issued a temporary restraining order enjoining James Dondero from threatening the Debtor and its representatives after the Debtor accused him of the same and of disrupting or obstructing the official process of handling the financial situation of the company that is unable to pay its debts.,103251
"If you ’ re going to get the protection of a bankruptcy court from lawsuits , and as part of that bankruptcy proceeding , you ’ re required to turn over documents and information to creditors , that should never be secret , ” said Weisbeck .","If you ’ re going to get the protection of a bankruptcy court from lawsuits , and as part of that legal process of declaring bankruptcy , you ’ re required to turn over documents and information to creditors , that should never be secret , ” said Weisbeck .",103252
Whether the general public will be able to examine the confidential records someday remains unclear and likely will be subject to intense negotiations during the bankruptcy proceeding.,Whether the general public will be able to examine the confidential records someday remains unclear and likely will be subject to intense negotiations during the formal process of a company's financial insolvency proceeding.,103253
"If the applicant or the owner of the applicant becomes the debtor in a bankruptcy proceeding after submitting a PPP application but before the loan is disbursed, it is the applicant’s obligation to notify the lender and request cancellation of the application.","If the applicant or the owner of the applicant becomes the debtor in a situation where a court is involved in managing debts after submitting a PPP application but before the loan is disbursed, it is the applicant's obligation to notify the lender and request cancellation of the application.",103254
"We are also aggressively engaged in every aspect of Purdue Pharma 's bankruptcy proceeding to protect and preserve every possible dollar for addiction science , treatment and recovery in Connecticut .","We are also aggressively engaged in every aspect of Purdue Pharma 's financial insolvency process to protect and preserve every possible dollar for addiction science , treatment and recovery in Connecticut .",103255
"In extreme circumstances , if you 've taken on more debt by cosigning than you can afford , you might have to seek bankruptcy protection ; remember , however , that a cosigned federal student loan is unlikely to be dismissed in a bankruptcy proceeding .","In extreme circumstances , if you 've taken on more debt by cosigning than you can afford , you might have to seek bankruptcy protection ; remember , however , that a cosigned federal student loan is unlikely to be discharged through bankruptcy proceedings .",103256
It also has 21 days from the June 2 filing date by Skico and others to respond before any bankruptcy proceeding can move forward.,It also has 21 days from the June 2 filing date by Skico and others to respond before any legal action related to insolvency can proceed.,103257
"Moreover, Mr. Girardi ’ s fluency with litigation matters undermines the movant ’ s contention that Mr. Girardi is unable to appreciate the bankruptcy proceeding or assist lawyers.","Moreover, Mr. Girardi ’ s fluency with litigation matters undermines the movant ’ s contention that Mr. Girardi is unable to understand the process of bankruptcy or assist lawyers.",103258
"In at least one case , Apple has threatened to penalize suppliers $ 50 million for each individual leak , according to a contract that became public as part of a IDbankruptcy proceedingID by supplier GT Advanced Technologies .","In at least one case , Apple has threatened to penalize suppliers $ 50 million for each individual leak , according to a contract that became public as part of a business liquidation process proceeding by supplier GT Advanced Technologies .",103259
The Bank moved the underlying litigation noted above with the borrower and the Bank from state court to the federal bankruptcy court in which the bankruptcy proceeding is being heard.,The Bank moved the underlying litigation noted above with the borrower and the Bank from state court to the federal bankruptcy court in which the financial insolvency proceeding is being heard.,103260
"As part of a bankruptcy proceeding, you can obtain legal assistance that allows you to keep the real estate you own, including your home.","As part of a financial insolvency proceeding, you can obtain legal assistance that allows you to retain ownership of the real property you own, including your house.",103261
"Farmland is selling the property as part of its bankruptcy proceeding, and the bankruptcy court must give final approval of the sale.","Farmland is selling the property as part of its financial insolvency process, and the financial insolvency court must give final approval of the sale.",103262
Fifer said he could not reveal the amount of the offer but that it would become part of the public record in the bankruptcy proceeding.,Fifer said he could not reveal the amount of the offer but that it would become part of the public record in the legal process of a business declaring it is unable to pay its debts.,103263
"Unlike other assets owned by Wyly , the bookstore isn’t frozen as part of the bankruptcy proceeding , Wyly’s attorney contended in the motion .","Unlike other assets owned by Wyly , the bookstore isn’t frozen as part of the legal process of a company or person becoming unable to pay their debts and being forced to sell off its assets , Wyly’s attorney contended in the motion .",103264
"Essentially, a reaffirmation agreement states that you agree to the liability of your current mortgage regardless of the outcome of your bankruptcy proceeding.","Essentially, a reaffirmation agreement states that you agree to the liability of your current mortgage regardless of the outcome of the formal process of bankruptcy in which your assets are sold to pay your debts.",103265
"And in the event of such future liquidation or IDbankruptcy proceedingID, holders of our common stock and other securities would likely suffer a total loss of their investment, '' it said in the filing.","And in the event of such future liquidation or financial insolvency proceeding, holders of our common stock and other securities would likely suffer a total loss of their investment, '' it said in the filing.",103266
The state litigation is stayed pending the resolution of the IDbankruptcy proceedingIDs.,The state litigation is temporarily suspended pending the conclusion of the process of declaring a company unable to pay its debts.,103267
"Last May , some of the investors filed a petition forcing Altieri and LNA into an involuntary bankruptcy proceeding, said the indictment .","Last May, some of the investors filed a petition forcing Altieri and LNA into a court-supervised liquidation due to debt, said the indictment.",103268
Billionaire Icahn took ownership in 2016 in a bankruptcy proceeding.,Billionaire Icahn took ownership in 2016 in a court-supervised process to liquidate debts and distribute assets of a company.,103269
"In his involuntary bankruptcy proceeding, Mr. Kimball did not adequately make full disclosures as required, '' said a statement by his attorneys, Hobbs and Marilyn Keller.","In his court-supervised process of declaring financial insolvency, Mr. Kimball did not adequately make full disclosures as required, '' said a statement by his attorneys, Hobbs and Marilyn Keller.",103270
"You generally don't get to keep your assets in a bankruptcy proceeding, but there are some important exceptions.","You generally don't get to retain ownership of your assets during a legal process of liquidating someone who cannot pay their debts, but there are some important exceptions.",103271
The Board further observed that none of these significant events regarding the Highland bankruptcy proceeding have been disclosed to Trust shareholders by NexPoint in the Tender Offer materials.,The Board further observed that none of these significant events regarding the Highland financial insolvency proceeding have been disclosed to Trust shareholders by NexPoint in the Tender Offer materials.,103272
"A working model of a spinningjenny, recordings of how the machine would sound in use and a heritage trail would bring the time of the invention, in 1764, to life, it is hoped.","A working model of a type of mechanical device, recordings of the sounds it would produce while operating and a path of significant historical sites would recreate the era of its invention, in 1764, making it feel as if it is happening now, it is hoped.",103273
"A COMMUNITY group hopes to celebrate their village as the birthplace of James Hargreaves , the inventor of the IDspinningjennyID , through a museum .","A COMMUNITY group hopes to celebrate their village as the birthplace of James Hargreaves , the inventor of the spinning jenny , through a museum .",103275
"The spinning jenny supplanted weavers, buttons uprooted lift administrators, and the Internet drove travel services bankrupt.","outdated machinery replaced weavers, buttons were no longer needed and therefore disrupted the work of lift operators, and the Internet led to the financial failure of travel services",103277
"The cave was apparently quite spacious, with room for a spinningjenny and a large library.","The cave was apparently quite spacious, with room for a machine for spinning cotton and a large library.",103279
"If desired, use a IDspinningjennyID to unwind the wire from its spool.","If desired, use a device that uses multiple spindles to rotate a rope or yarn to unwind the wire from its spool.",103281
"These changes will include developing a theory for IDinformationage warfare , changing how it allocates risk between current and future forces , changing the roles and missions of its major warfighting organizations , changing its warfighting functions , and reimagining its approach to operational energy .","These changes will include developing a theory for the strategic management and use of information , changing how it allocates risk between current and future forces , changing the roles and missions of its major warfighting organizations , changing its warfighting functions , and reimagining its approach to operational energy .",103283
They tend to prioritize finding the right answer – which is so easy in the information age – over actual learning.,They tend to prioritize finding the correct answer – which is so easy in the current era of access to information – over the actual process of learning.,103284
"With the advent of digital diplomacy shaping the global IDinformationageID , countries and leaders are disseminating content that has both the domestic as well as international audiences taken into consideration .","With the advent of digital diplomacy shaping the modern information age , countries and leaders are disseminating content that takes into account both domestic and international audiences .",103285
"More typical was his effort to persuade Shevardnadze that , as the world moved from the industrial to the information age, economies and military establishments would not be based on giant tank or bomber factories .","More typical was his effort to persuade Shevardnadze that , as the world transitioned from an industrial to an informational period, economies and military establishments would not be built on large computers or jet aircraft factories .",103286
"The emergence of the IDinformationageID and an exponential growth of digital technology has ensured that information is more readily accessible , while at the same time , our expectations have become more complex .","The emergence of a period of time characterized by an abundance of information and an exponential growth of digital technology has ensured that information is more readily accessible , while at the same time , our expectations have become more complex .",103287
"They entail a requirement to leave Iraq and Afghanistan behind intellectually and return to first principles , while implementing newly developed tenets of IDinformationageID warfare .","They entail a requirement to leave Iraq and Afghanistan behind intellectually and return to first principles , while implementing newly developed tenets of modernized information warfare practices .",103288
"As regulatory agencies catch up with the IDinformation ageID, thoughtful data historization is becoming more vital to the normal operation of any good practice facility.","As regulatory agencies acquire modern knowledge or technology, thoughtful data historization is becoming more essential to the normal operation of any good practice facility.",103289
We live in the digital IDinformationageID.,We live in the era characterized by a large amount of digital data.,103290
"Thus, raising children in our information age's chaotic maelstrom of ideas and values requires — you guessed it — parental guidance and wisdom as we intentionally help our kids consider which values to embrace and which to reject.","Thus, raising children in our time of abundant knowledge with many different thoughts and standards requires — you guessed it — parental guidance and wisdom as we intentionally help our kids consider which values to embrace and which to reject.",103291
"However , they have proven to be an impediment to organizing around the tasks required to dominate warfare in the IDinformationageID .","However , they have proven to be an obstacle to organizing around the tasks required to dominate warfare in the current era of information .",103292
"At present , the craft of intelligence faces both the best and the worst of times in the face of the information age","At present , the craft of intelligence faces both the most favorable and the most unfavorable circumstances in the face of the modern era characterized by the widespread availability of information",103293
We are now in the third wave of human productivity : the IDinformationageID,We are now in the third wave of human productivity : the age of having a large amount of knowledge and information,103294
"Whether executing our day-to-day business operations or employing complex weapons systems on the battlefield , software is the foundation of IDinformationageID warfare upon which the majority of our capability relies .","Whether executing our day-to-day business operations or employing complex weapons systems on the battlefield , software is the foundation of gathering, storing, and processing information warfare upon which the majority of our capability relies .",103295
"Cavazzoni ’ s heroes are largely harmless , and most of them antedate the IDinformationageID .","Cavazzoni ’ s heroes are largely harmless , and most of them antedate the time period before the existence of information.",103296
