original_sentence,translated_sentence
"After buying my son a pair of shoes there, now my nephew, who is a IDfashionplateID, said purchase whatever I think he may like and he will reimburse me-sight unseen.","After buying my son a pair of shoes there, now my nephew, who is a person with a strong interest in fashion, said purchase whatever I think he may like and he will pay me even though I won't show him the item first."
The gender-bending IDfashionplateID also confessed that her goals in life were anything but launching a successful movie career .,The gender-bending fashion icon also confessed that her goals in life were anything but pursuing a career in the film industry.
"U.S. Sen. Edward `` Ted '' Kennedy , her brother-in-law , was n't a IDfashionplateID .","U.S. Sen. Edward `` Ted '' Kennedy , her brother-in-law , was n't someone who paid close attention to his fashion or appearance ."
Trying to make sense of how such an extreme IDfashionplateID Don Scott in a white suit with flares could be one of the games tough men,Trying to make sense of how such a very fashion-conscious person Don Scott in a white suit with flares could be one of the game's tough men
It 'd be a bit of a stretch to call Joe Biden a budding IDfashionplateID .,It 'd be a bit of a stretch to call Joe Biden someone who is beginning to develop a keen sense of stylishness.
But the actress admitted she 's no IDfashionplateID .,But the actress admitted she 's not someone who is skilled in fashion.
"Stewart, known for decades as a consummate crooner, rocker, IDfashionplateID and tongue-in-cheek sex symbol, is adding a new element to his image: serious model railroad builder.","Stewart, known for decades as a highly skilled singer, a rock musician, a person who has a strong interest in fashionable clothing, and a person who uses humor to make witty comments about sex, is adding a new element to his public image: a person who builds realistic model trains."
"Oprah Winfrey is perhaps better known as a business woman and media mogul than as a walking IDfashionplateID, but that doesn't mean she can't deliver on the red carpet.","Oprah Winfrey is perhaps better known as a business woman and media mogul than as a person who looks fashionable, but that doesn't mean she can't deliver on the red carpet."
Chiarelli also knew the Bruins were acquiring a fashionplate.,Chiarelli also knew the Bruins were acquiring a person who values and expresses fashion strongly.
"For all of Levine 's lucrative side gigs – TV personality , actor , IDfashionplateID , torso – keeping parties spinning with Maroon 5 remains the job he does best .","For all of Levine 's lucrative side jobs – TV personality , actor , stylishly dressed person , body – continuing to entertain at parties with Maroon 5 remains the job he does best ."
"Not to mention that he was immensely handsome, tall and slim, a fashionplate in his concert tails.","Not to mention that he was extremely attractive, of a fashionable appearance and style, someone who is extremely fashionable, dressed in a formal outfit that is typically worn by a musician at the end of a concert."
Let us have time to recover and reflect before we start the IDblamegameID.,Let us have time to recover and reflect before we start the process of assigning fault to one's actions or decisions.
"In the preliminary months of what is likely to be a year-long COVID-19 vaccination campaign in Canada, a blamegame (of sorts) has arisen.","In the preliminary months of what is likely to be a year-long COVID-19 vaccination campaign in Canada, an argument over who is responsible (of sorts) has arisen."
The Christian Association of Nigeria (CAN) has said this is not the time to engage in IDblamegameID over corruption in the country.,The Christian Association of Nigeria (CAN) has said this is not the time to engage in assigning responsibility and accusations over corruption in the country.
"Senior divisional commercial manager of Chakradharpur, Manish Pathak, said it is insensitive to play the blame game at the death of elephants.","Senior divisional commercial manager of Chakradharpur, Manish Pathak, said it is insensitive to falsely shift responsibility or make false accusations at the death of elephants."
"After using his Monday press conference to blast everyone else for poor management , the IDblamegameID backfired , and many New Yorkers felt the embarrassingly and deadly slow rate of vaccination was Cuomo ’ s fault .","After using his Monday press conference to publicly accuse everyone else of poor management , the attempt to shift the responsibility back to someone else backfired , and many New Yorkers felt the vaccination progress was being delayed due to lack of effective leadership was Cuomo's fault ."
"If you are still up for the IDblamegameID, how would you pin hundreds of birds dead on the streets of Rome due to fireworks of 31st December?","If you are still willing to accept responsibility, how would you attribute the death of hundreds of birds on the streets of Rome to the consequences of fireworks on December 31st?"
The IDblamegameID began as the news spread about Sameer's death.,The process of assigning responsibility began as the information about Sameer's death spread.
"Unfortunately , the “ blame game ” folks largely have ignored the offers of help .","Unfortunately , the people who are responsible for making accusations have largely ignored the offers of help ."
He accused the mayor of playing a “blamegame ” and not taking responsibility for a process that he set in motion.,He accused the mayor of unfairly shifting the responsibility for a process that he started away from himself and onto others.
"With vaccination campaigns hindered by logistical blunders and industrial shortages , the Blamegame has started among European governments and industrialists over who is responsible for the delays and how to cope with them .","With vaccination campaigns hindered by logistical blunders and industrial shortages, a dispute over responsibility has started among European governments and industrialists over who is accountable for the delays and how to address them."
"The news that the EU won't be receiving nearly as many doses as expected in the early months of this year has triggered a furious blame game between Brussels, EU capitals and drugmaker AstraZeneca.","The news that the EU won't be receiving nearly as many doses as expected in the early months of this year has triggered a furious argument over who is at fault between Brussels, EU capitals and drugmaker AstraZeneca."
"Before “Lost in Translation,” Negrete found herself playing the IDblamegameID in each relationship by wondering what was wrong with her or blaming the other person, even if she was in the wrong.","Before “Lost in Translation,” Negrete found herself engaging in a pattern of assigning responsibility for problems in each relationship by wondering what was wrong with her or accusing the other person, even when she was responsible for the issues."
I ’ ve since noticed this IDblamegameID is universal.,I ’ ve since noticed that repeatedly shifting responsibility for a problem is a common phenomenon.
"On December 18 , Waka Kotahi New Zealand Transport Agency ( NZTA ) dropped the IDspeedlimitID to 90kmh for most of the route , 80kmh in other sections , and down to 60kmh through the winding Whangamoa Saddle , in parts of Atawhai , north of Nelson , and around the Pelorus Bridge .","On December 18 , Waka Kotahi New Zealand Transport Agency ( NZTA ) lowered the maximum permissible speed to 90 kilometers per hour for most of the route , 80 kilometers per hour in other sections , and to 60 kilometers per hour through the winding Whangamoa Saddle , in parts of Atawhai , north of Nelson , and around the Pelorus Bridge ."
"The program also allocated about $ 130,000 for the traffic education campaign and $ 40,000 to enforce the new IDspeedlimitID , for a total of about $ 390,000 for the program .","The program also allocated about $ 130,000 for the traffic education campaign and $ 40,000 to enforce the new speed limit , for a total of about $ 390,000 for the program ."
Two bills in the state legislature could lower San Antonio's default speed limit from 30 miles per hour to 25 miles per hour on any urban street .,Two bills in the state legislature could lower San Antonio's default maximum allowed velocity on a road from 30 miles per hour to 25 miles per hour on any urban street.
A reduced IDspeed limitID of 35 mph will be in effect for both northbound and southbound traffic on FM 1626 when the school zone lights are flashing near Elm Grove Elementary .,A speed restriction of 35 miles per hour will be implemented for both traffic moving in a northerly direction and traffic moving in a southerly direction on FM 1626 when the lights indicating a school zone are in operation near Elm Grove Elementary .
"Ramos wrote back in October 2019 that while park officials had discussed the issue , they decided to keep the IDspeedlimitID at 55 mph ","Ramos wrote back in October 2019 that while park officials had discussed the issue , they decided to keep the maximum allowed speed within the park at 88 feet per second per hour squared"
"As for the cost, it's estimated that replacing speed limit signs will total an $85,000 price tag.","As for the cost, it's estimated that replacing official signs indicating the maximum rate at which a vehicle can travel will total an $85,000 price tag."
"Despite the change, the state's default 30 mph speed limit remains in place for those streets until the city posts a lower limit.","Despite the change, the state's default maximum speed of 30 miles per hour continues to be enforced for those streets until the city puts up a smaller number of miles per hour at which drivers can safely travel."
Doocey said he had been approached by many residents who were unhappy after the IDspeedlimitID between Chaneys Corner and Prestons Rd was reduced in November.,Doocey said he had been approached by many residents who were unhappy after the maximum allowed speed was lowered between Chaneys Corner and Prestons Rd was reduced in November.
"Higher IDspeed limitID s not only increase the danger for those inside the vehicle but for those outside cars , too , McKinley said .","Higher maximum allowed speed limits not only increase the danger for those inside the vehicle but for people outside of cars , too , McKinley said ."
"Havelock ’s 70 kmh IDspeed limitID has been reduced to 50 kmh, which locals say has made crossing the road safer.","Havelock’s maximum allowed velocity of 70 kilometers per hour has been decreased to 50 kilometers per hour, which locals say has made crossing the road safer."
A temporary 30mph IDspeed limitID has since been in place since on the 60mph stretch of the road.,A temporary speed limit of thirty miles per hour has since been in place since on the sixty miles per hour stretch of the road.
The mannequin has been stationed on the A93 in Aberdeenshire for two months reminding drivers to slow down for the village 's 30mph speed limit.,The mannequin has been stationed on the A93 in Aberdeenshire for two months reminding drivers to slow down for the village's maximum permitted speed limit of 30 miles per hour.
"Ron Henke , the Transportation Department 's deputy director for engineering , said the state 's highways are designed for current posted speed limits .","Ron Henke , the Transportation Department 's deputy director for engineering , said the state 's highways are designed for the current maximum allowed rates of speed ."
"When road signs were changed to reflect the lower IDspeed limitID s, some of the numbers stenciled onto pavement in proximity to schools were not updated to the new limit, including on Washburn Way, near Sheppard Avenue and Neilson Road.","When road signs were changed to reflect the lower maximum allowed speed limits, some of the numbers stenciled onto pavement in proximity to schools were not updated to the new limit, including on Washburn Way, near Sheppard Avenue and Neilson Road."
TxDOT requested the IDspeed limitID change after it completed a speed study for the road .,TxDOT requested the maximum allowed speed change after it completed a study of how fast vehicles can travel on the road .
A North Canterbury commuter says common sense is behind his push to reinstate a 70kmh speed limit on one of the main routes into Christchurch .,A North Canterbury commuter says practical judgment and good sense are behind his push to reinstate a specific maximum rate of 70 kilometers per hour on one of the main routes into Christchurch .
"The idea behind that was to encourage a route for bicyclists to take and also encourage a speed limit that is going to catch the driver's attention, '' said Johnny Chandler, spokesman for the city's Department of Municipal Development .","The idea behind that was to encourage a route for bicyclists to take and also encourage a speed limit that will be noticeable to drivers, '' said Johnny Chandler, spokesman for the city's Department of Municipal Development ."
"A reduced IDspeedlimitID should help things downtown but more than that , we need to enforce the laws , stop people from drag racing , ” Baber said .","A reduced maximum allowed rate of speed should help things downtown but more than that , we need to enforce the laws , stop people from racing on roads in an aggressive manner , ” Baber said ."
"If the city wanted to lower the IDspeed limitID on its own, it still has the power to do so.","If the city wanted to reduce the allowed maximum rate at which vehicles are permitted to travel on its roads on its own, it still has the authority to make that decision."
THE father of a teenager killed when a coach driven by a Bradford man taking her to a hen party was in collision with a lorry has told how the tragedy has left him a `` broken man ''.,THE father of a teenager killed when a passenger vehicle operated by a male resident of Bradford who was transporting her to a social gathering for women about to be married has told how the tragedy has left him severely emotionally damaged.
"Channel 5's documentary: 'When Sarah Ferguson Met the Monarchy', saw royal experts Tom Quinn and Lizzie Cundy discuss Fergie's hen party.","Channel 5's documentary: 'When Sarah Ferguson Met the Monarchy', saw royal experts Tom Quinn and Lizzie Cundy discuss Fergie's party before her wedding."
"Sassy Blooms , based in Shepshed , has been recognised by IDhenpartyID organiser GoHen in its yearly rundown .","Sassy Blooms , based in Shepshed , has been recognised by a woman who organises hen parties in its annual summary ."
"Wedding dress shopping, the hen party, hair and makeup tests… the list goes on.","Wedding dress shopping, the party thrown for the bride-to-be, beauty and cosmetic examinations… the list continues."
Friend Teresa Mulvey met Mrs Newby at a henparty in 2013 .,Friend Teresa Mulvey met Mrs Newby at a celebration for a woman before her wedding in 2013 .
"Kirsty , from Livingston , West Lothian , had travelled to Benidorm for a IDhen partyID where she died in suspicious circumstances shortly before 8am on April 29 , 2017 .","Kirsty , from Livingston , West Lothian , had travelled to Benidorm for a wild or outrageous celebration where she died in suspicious circumstances shortly before 8am on April 29 , 2017 ."
"Ultimately we want it to be a fun place , where you can pop in for a relaxed breakfast bun and a coffee with a newspaper , a drink after work or even throw a henparty , “ Wolniak says , “ The form in which we are launching is a pop-up and we 're not ruling out carrying on with the takeaway in the form it is in now .","Ultimately we want it to be a fun place , where you can visit casually for a sweet bread roll and a cup of coffee accompanied by a newspaper , a beverage after work or even hold a pre-wedding celebration party for a woman getting married , “ Wolniak says , “ The form in which we are launching is a temporary establishment and we 're not dismissing the possibility of continuing with the take-out service in the same way it currently exists ."
"If people come to look at the starry skies , it's a different kind of people than the 20-somethings that have come here for a hen party.","If people come to look at the starry skies, it's a different kind of people than the 20-somethings that have come here for a female friends' celebration before a wedding."
"Led by singer-songwriter , Alex Moore , the band were formed at music college , and played their first gig at a hen party","Led by singer-songwriter Alex Moore, the band were formed at music college, and played their first performance at a celebration for a woman who is about to get married"
"She was the first royal to have ever had a `` proper IDhen partyID or bachelorette party '', according to royal commentator , Ayesha Hazarika .","She was the first royal to have ever had a real women 's farewell gathering before marriage or a celebration for an unmarried woman before her wedding , according to royal commentator , Ayesha Hazarika ."
She said :  We were not a hen party in true form.,She said :  We were not a group of females celebrating shortly before a wedding in a social gathering.
UNDERCOVER policewomen who posed as a raunchy IDhen party ID put two cocaine dealers behind bars yesterday .,UNDERCOVER policewomen who disguised themselves as a wild and promiscuous group of people put two cocaine dealers behind bars yesterday .
Mr Johnson was driving a hen party to Liverpool when the minibus was involved in a crash with a lorry near junction 32 of the westbound carriageway of the M62 on April 26 this year.,Mr Johnson was driving a group of women who are celebrating a hen's last night of freedom before her wedding to a city in the north of England when the minibus was involved in a crash with a large goods vehicle near junction 32 of the westbound motorway of the M62 on April 26 this year.
"All those weirdly-named friendship groups , family chats littered with in-jokes and IDhenpartyID photo sharing of our pre-Covid past .","All those weirdly-named groups of friends , family chats filled with private jokes shared among the group and photos of social gatherings of our time before the COVID-19 pandemic."
"Coombs raised a defence of entrapment by members of the IDhen partyID , who gave evidence from behind screens .","Coombs raised a defence of entrapment by members of a group of people who are government workers , who gave evidence from behind screens ."
"I applaud Biden ’ s decisions to rejoin the World Health Organization and to call a IDworldconferenceID on climate change because , for whatever reason , the climate is changing .","I applaud Biden ’ s decisions to rejoin the World Health Organization and to call a gathering of representatives from many countries to discuss climate change because , for whatever reason , the climate is changing ."
Smith being the IDfrontrunnerID has been making the rounds with coaching agents and some coaches around # NFL over the last 24 hours.,Smith being the person most likely to be hired has been meeting with coaching agents and some coaches around the National Football League over the last 24 hours.
The excitement among the team 's supporters was electric early last week as 49ers defensive coordinator Robert Saleh became the IDfrontrunnerID for the job .,The excitement among the team 's supporters was electric early last week as 49ers defensive coordinator Robert Saleh became the leading candidate for the job .
"Daboll could very well be the IDfrontrunnerID, but it wouldn’t be wise for the Chargers to wait on one candidate and not have a backup plan.","Daboll could very well be the most likely top candidate, but it wouldn’t be wise for the Chargers to wait on one candidate and not have a secondary choice in place."
"Although she is not the IDfrontrunnerID for Miss Basketball as she was for Miss Volleyball, Bishop has the skills to at least get her name mentioned in the conversation.","Although she is not the leading candidate for Miss Basketball as she was for Miss Volleyball, Bishop has the skills to at least get her name mentioned in the conversation."
And maybe Michigan is emerging as the frontrunner in the Big Ten.,And maybe Michigan is becoming the leading competitor in the athletic conference consisting of the University of Michigan and nine other universities.
Picking the card I 'd get first wasn't difficult -- the Chase Ink Business Preferred℠ Credit Card was the clear IDfrontrunnerID .,Picking the card I 'd get first wasn't difficult -- the Chase Ink Business Preferred℠ Credit Card was the obvious choice or leader.
"Funding and fresh leadership : Leadspace , a data software company has raised $ 46 million in growth funding through the Jerusalem Venture Partners ( JVP ) , making the company a IDfrontrunnerID in the Customer Data Platform ( CDP ) market .","Funding and fresh leadership : Leadspace , a data software company has raised $ 46 million in growth funding through the Jerusalem Venture Partners ( JVP ) , making the company a company that is leading in the Customer Data Platform ( CDP ) market ."
"Announcing the latest update to the Linux 5.11 release , Linus Torvalds , the Linux kernel's leader or dominant person , took a swipe at the Superbowl .","Announcing the latest update to the Linux 5.11 release , Linus Torvalds , the Linux kernel's leader or dominant person , took a negative shot at the American Football Championship ."
"Approaches to optimizing telehealth should include efforts outside IDhealthcareID ( for example , expanding broadband access and including older adults and diverse populations31 when designing and testing new portals and apps ) and within ( for example , routinely asking older adults about their access to technology , incorporating sociodemographic and literacy metrics , and increasing patients ’ and caregivers ’ access to EHRs ) .","Approaches to optimizing telehealth should include efforts outside the healthcare sector ( for example , expanding access to high-speed internet and including older adults and diverse populations when designing and testing new digital platforms and applications ) and within ( for example , regularly inquiring with older adults about their access to technology , incorporating metrics related to demographics and literacy levels , and enhancing patients ’ and caregivers ’ access to electronic health records ) ."
"All this suggests that the overriding lesson of Haven’s failure is that if employers wish to make the IDhealthcareID sector perform better for their employees, they will have to ally with the one purchaser that has market power everywhere and that has successfully implemented fundamental changes in payment and delivery: the federal government and its Medicare and Medicaid programs.","All this suggests that the overriding lesson of Haven’s failure is that if employers wish to make the healthcare sector perform better for their employees, they will have to ally with the one entity that has the ability to influence or control the market everywhere and that has successfully implemented fundamental changes in payment methods and healthcare service provision: the federal government and its Medicare and Medicaid programs."
"Although Republicans don’t necessarily agree with all of Democrats’ proposals for IDhealthcareID legislation this year, some GOP lawmakers also plan to introduce bills related to and the pandemic.","Although Republicans don’t necessarily agree with all of Democrats’ proposals for medical treatment policy legislation this year, some GOP lawmakers also plan to introduce bills related to and the pandemic."
Yet another section requires lawmakers to apply for `` state innovation waivers '' from the federal government so the state could use federal healthcare funds to pay for the programs Washington wants to expand in the future .,Yet another section requires lawmakers to ask the federal government for permission to deviate from established healthcare regulations so the state can utilize federal healthcare funds to pay for the programs Washington plans to extend in the future .
"One section of the proposal establishes a IDhealthcareID affordability account, where the Legislature could collect federal and state revenue to expand programs that increase affordability or access to health insurance.","One section of the proposal establishes a financial account for reducing the cost of medical treatment, where the legislative body could collect government funds from the federal government and state governments to increase the availability of affordable medical insurance plans."
"Though they collectively purchase insurance for over half of Americans , individual companies — and even small groups of companies as big individually as Haven ’ s sponsors — lack the leverage in local healthcare markets to force change on resistant local providers .","Though they collectively purchase insurance for over half of Americans , individual companies — and even small groups of companies as big individually as Haven ’ s sponsors — lack the ability to influence local healthcare markets due to a lack of bargaining power in those markets to coerce local providers to make modifications to their behavior ."
"But he hypothesizes that the delivery of other services, such as education, could be similarly suffering, since polls suggest that IDhealthcareID is the most important issue to Brazilian voters.","But he hypothesizes that the delivery of other services, such as education, could be similarly suffering, since polls suggest that people's health and medical care is the most significant problem or concern to Brazilian voters."
"The senator dropped at least one significant hint to that effect in a recent interview, which saw him revive the idea of an emergency universal healthcare program — a popular and potentially transformative move that could provide significant and badly needed relief to millions of people.","The senator dropped at least one significant hint to that effect in a recent interview, which saw him revive the concept of a universal healthcare system that covers all citizens in a state of crisis — a widely supported and potentially groundbreaking measure that could offer substantial and urgently required aid to millions of people."
"Meanwhile, New Hampshire's HB 68 defines IDhealthcareID for young trans people as “child abuse.”","Meanwhile, New Hampshire's HB 68 defines medical assistance for young transgender individuals as “abuse of a minor.”"
Another section of the proposal starts on that work by lowering prices for plans on the state's healthcare exchange and by expanding coverage to include some people who would otherwise make too much money to qualify for a subsidy.,Another section of the proposal begins the work by reducing costs for insurance options offered by the state and by extending benefits to individuals who earn higher incomes than those eligible for financial assistance.
"In addition to the 7,500 health workers, 14,500 fans will be in attendance at the big game.","In addition to the 7,500 people who work in the field of medicine, 14,500 sports spectators will be present at the significant sporting event."
"Philanthropy plays a critical role in SMH 's ability to deliver the very best IDhealthcareID to the patients we serve – especially during this most challenging time in our history, ” David Verinder, Sarasota Memorial president and CEO, wrote in a prepared statement.",Philanthropy plays a critical role in SMH 's ability to provide the highest quality medical treatment to the people we help – especially during this most difficult period in our past.
"On top of all that, analysts predict IDhealthcare spendingID will continue skyrocketing, with costs rising on average twice as fast as wages.","On top of all that, analysts predict the amount of money spent on healthcare will continue to increase rapidly, with costs rising on average at a rate that is two times the rate at which wages are increasing."
"Senate Majority floor leader Marko Liias said increasing subsidies , inserting intent language into the RCW , and continuing the work of the universal IDhealthcareID work group `` seem like the least difficult lifts '' at the moment , though he admits that challenges abound .","Senate Majority floor leader Marko Liias said increasing subsidies , inserting intent language into the RCW , and continuing the work of the universal health insurance coverage work group '' seem like the things that would need the least amount of effort to accomplish '' at the moment , though he admits that challenges abound ."
"With these obstacles in mind, we need to create conditions that allow us to harness the computing power already on hand to make AI strategically valuable for IDhealthcareID.","With these challenges in consideration, we need to establish the necessary circumstances to effectively utilize the existing computing capabilities so that AI becomes beneficial for medical purposes."
"In addition to the 7,500 guests , the league will also recognize IDhealthcareID workers around the country through a variety of special moments both in the stadium and during the CBS Super Bowl broadcast , according to the NFL .","In addition to the 7,500 guests , the league will also recognize medical professionals who provide healthcare services around the country through a variety of special events both in the stadium and during the CBS Super Bowl broadcast , according to the NFL ."
"But instead of filling the top healthcare post with someone ready to do that hard work, Biden has put forth Becerra to fill the top post.","But instead of appointing someone qualified and capable to occupy the highest position in the healthcare system, Biden has appointed Becerra to occupy the highest position in the healthcare system."
"Julie Keefe is a nurse at Kingsbrook Jewish Medical Center in Brooklyn , and like Bazel and many other nurses , her frustrations with rationed protective equipment , short staffing , and the endless pressure to do more with less have brought her to the realization that the healthcare system needs radical change .","Julie Keefe is a nurse at Kingsbrook Jewish Medical Center in Brooklyn , and like Bazel and many other nurses , her frustrations with limited access to necessary safety gear , insufficient personnel , and the constant obligation to accomplish more tasks than available resources allow have brought her to the realization that the healthcare system needs fundamental overhaul ."
"Caesar then created the IDleap yearID calendar to fix the problem, which was later adapted in accordance with new knowledge about the earth's orbit by Pope Gregory into the Gregorian calendar that we observe today.","Caesar then created the calendar with extra day every four years to fix the problem, which was later adapted in accordance with new knowledge about the earth's orbit by Pope Gregory into the Gregorian calendar that we observe today."
"In order to try and link the calendar up to the solar year ( the time it takes for Earth to revolve around the Sun ) , the Julian calendar had a leap year every four years , in which an extra day was added .","In order to try and link the calendar up to the solar year ( the time it takes for Earth to revolve around the Sun ) , the Julian calendar had a year with an extra day added every four years ."
"Precisely, it takes 365 days, 5 hours, 48 minutes and 45 seconds for Earth to go about the Sun and not having a leap year means that after 100 years our calendars would be off by 25 days.","Precisely, it takes 365 days, 5 hours, 48 minutes and 45 seconds for Earth to go about the Sun and not having an extra day added to the calendar every 4 years means that after 100 years our calendars would be off by 25 days."
The error was a result of the issuing computer not being programmed correctly to account for the 2020 leap year.,The error was a result of the issuing computer not being programmed correctly to account for a year that occurs every four years.
Another theory involves Queen Margaret of Scotland who allegedly put in place a law allowing women freedom to propose during a leap year but fined any man who refused them.,Another theory involves Queen Margaret of Scotland who allegedly put in place a law allowing women freedom to propose during a year when the calendar has an extra day but fined any man who refused them.
Our presidential candidates take advantage of IDleap yearID s in this way.,Our presidential candidates take advantage of years with 366 days in this way.
In a leap year they hold the balance of power and we hope that they will lose no time in fetching our shy bachelors to terms and make them plead for dear life on their marrow bones .,In an extra year in the Gregorian calendar that occurs every 4 years they have control and we hope that they will not delay in bringing our shy men who have never married to an agreement and make them beg for their lives from people who have been living for a long time .
"Later , I came to know that they did celebrate their birthdays each year like everyone else on March 1 , but the one that falls on a IDleapyearID is celebrated as a grand one which made me envious of them .","Later , I came to know that they did celebrate their birthdays each year like everyone else on March 1 , but the one that falls on a year when an extra day is added to the calendar is celebrated as a grand one which made me envious of them ."
"February is 28 Sunday afternoons in Philadelphia — except IDleapyearID, when it is 29 Mondays at the office highlighted by the wounded complaint of the public relations person who gets paid to resent jokes about how dull Philadelphia is.","February is 28 Sunday afternoons in Philadelphia — except year that occurs every four years, when it is 29 Mondays at the office highlighted by the wounded complaint of the public relations person who gets paid to resent jokes about how dull Philadelphia is."
Leap seconds have been added in the past to keep clocks in proper timing outside of Leap year.,"Leap seconds have been added in the past to keep clocks in proper timing outside of a year divisible by 4 with an exception of years evenly divisible by 100, but not by 400."
"The marriage license records show that El Paso 's maidens have been using their right to pop the question during the last three IDleap yearIDs 1928 , 1932 and 1936 ",The marriage license records show that El Paso 's maidens have been using their right to ask for marriage during the last three years that are divisible by four ending in the numeral 8
"The year 2000 is divisible by 4 , which would qualify it for a leap year, but it is also a century year , which disqualifies it .","The year 2000 is divisible by 4, which would qualify it for a year that occurs every four years, but it is also a year ending in 00, which disqualifies it."
Baumann said a woman who works at the U.S. Forest Service also has a IDleap yearID birthday .,Baumann said a woman who works at the U.S. Forest Service also has a birth year that occurs every four years.
"Considering how special it is for a baby to be born on Feb. 29, IDleapyearID babies — also known as leapers or leaplings — are believed by some astrologers to possess special talents.","Considering how special it is for a baby to be born on a year that has an extra day, babies born on this day — also known as leapers or leaplings — are believed by some astrologers to possess special talents."
"Likewise, the Ethiopian calendar consists of 13 months, which includes a 13th month consisting of only 5 days in a common year and 6 days in a leap year.","Likewise, the Ethiopian calendar consists of 13 months, which includes a 13th month consisting of only 5 days in a common year and 6 days in a year with an extra day added to maintain the calendar's alignment with the solar year."
"In fact, you might be surprised just how much of a difference it makes for accuracy when you account for leap years properly.","In fact, you might be surprised just how much of a difference it makes for accuracy when you account for years that occur every four years properly."
Blades work by concentrating force on the IDcuttingedgeID .,Blades work by concentrating force on the sharp edge.
"For construction equipment such as a grader, the ground-working implement is also referred to as the blade, typically with a replaceable cutting edge.","For construction equipment such as a grader, the ground-working implement is also referred to as the blade, typically with a replaceable sharp cutting part."
"Single-point tools are used in turning, shaping, planing and similar operations, and remove material by means of one cutting-edge.","Single-point tools are used in turning, shaping, planing and similar operations, and remove material by means of one sharp or advanced point."
"Each grain of abrasive functions as a microscopic single-point cutting edge ( although of high negative rake angle ) , and shears a tiny chip .","Each grain of abrasive functions as a microscopic sharp cutting edge with a highly angled cutting surface that moves from the cutting direction, and removes a small piece of material ."
"In these , the IDcutting edgeID consists of a separate piece of material , either brazed , welded or clamped on to the tool body .","In these , the part of the tool where the cutting action occurs consists of a separate piece of material that is attached by a high-temperature bonding process , a strong joining process that uses heat and pressure , or a mechanical fastening device that holds things together ."
The lip angle determines the amount of support provided to the cutting-edge.,The angle of something that protrudes from the mouth determines the amount of support given to something that is the most advanced in its field.
"The IDcuttingedgeID is angled from both sides , called ryoba in Japanese .","The technology that is on the forefront of innovation is designed with angled blades, referred to as a two-bladed technique in Japanese."
"Moshe said the contest was a great way for Adama to better get to know the IDcuttingedgeID work being done in the Israeli agtech sector , as by virtue of the sector ’ s size it is impossible to know every single company and solution ","Moshe said the contest was a great way for Adama to better get to know the most advanced and innovative work being done in the Israeli agtech sector , as by virtue of the sector ’ s size it is impossible to know every single company and solution "
What technologies do you think are IDcutting-edgeID?,What technologies do you think are at the forefront of innovation and in the latest stage of development?
"This project puts Arkansas on the IDcuttingedgeID of broadband mapping nationally, '' Gov.","This project puts Arkansas at the forefront of national broadband mapping, '' Gov."
"I am very excited that we have been able to translate this IDcuttingedgeID science into an at-home test in the time it has taken for the research to be peer reviewed and published , '' says Spector .","I am very excited that we have been able to translate this state-of-the-art science into an at-home test in the time it has taken for the research to be peer reviewed and published , '' says Spector ."
Twenty-five faculty members at Arizona State University are researching the IDcuttingedgeID of robotics.,Twenty-five faculty members at Arizona State University are researching the latest technology or most advanced state of robotics.
"The Arrow was so fast , so cutting-edge , that some flight tests couldn ’ t be done in Canadian facilities , but had to be done in the United States at NACA ( later NASA ) facilities .","The Arrow was so technologically advanced , that some flight tests couldn ’ t be done in Canadian facilities , but had to be done in the United States at NACA ( later NASA ) facilities ."
"As such , it ’ s expected to arrive packed to the gills with IDcuttingedgeID , futuristic technology including an all-glass roof that can adjust its opacity anywhere between crystal clear and completely opaque with the mere flick of a switch .","As such , it ’ s expected to arrive fully equipped with the most advanced technology available , including an all-glass roof that can change its level of transparency anywhere between completely clear and completely non-transparent with the mere action of flipping a switch ."
"Siddharth Patel , a youth from Vadodara , is now working at the IDcuttingedgeID of nanotechnology with Senda Biosciences , a Flagship Pioneering company .","Siddharth Patel , a young adult from Vadodara , is now working at the forefront of nanotechnology with Senda Biosciences , a Flagship Pioneering company ."
"Extreme ultraviolet lithography is already used today to make five-nanometer chips, which represent the current IDcuttingedgeID of semiconductor manufacturing.","Extreme ultraviolet lithography is already used today to make five-nanometer chips, which represent the current state of the art in semiconductor manufacturing."
"She has a talent for finding, stealing, and understanding IDcuttingedgeID weaponry.","She has a talent for finding, stealing, and understanding advanced technology."
Public Works Director Wayne Zingsheim added that constructing the permeable parking lot this year could also be difficult because another large project — the construction of underground stormwater storage under Marvin Parkway — is scheduled for 2021 as well.,Public Works Director Wayne Zingsheim added that constructing an area for parking vehicles this year could also be difficult because another large project — the construction of underground storage tanks for rainwater runoff under Marvin Parkway — is scheduled for 2021 as well.
"John Q. Gale , an attorney in his second term on the council , is proposing to raise the licensing fees private commercial parking lot operators must pay to the city every other year .","John Q. Gale , an attorney in his second term on the council , is proposing to increase the charges private companies operating lots where people leave their vehicles when not in use have to pay to the city every two years ."
"Renovations are scheduled to begin Monday for the P4 IDparkinglotID in Colonial Williamsburg , located behind the Merchants Square bus stop on South Henry Street , which will reopen as paid parking .","Renovations are scheduled to begin Monday for the fourth parking area in Colonial Williamsburg , located behind the square where merchants sell goods on South Henry Street , which will reopen and require people to pay for the service ."
