s1|s2|sts_score|metric_score
"Zimmerman replied, ""What are you doing here?"""|"Martin said, ""Why are you following me?"""|0.18|0.7096036076545715
Irreligion that does that I have a problem.|Religion that doesn't do that I don't have a problem with.|0.32|0.6681007146835327
If I'm angry, it will show up in one of those scans..|If I'm hyper active, it will show up in one of those scans..|0.64|0.8129882216453552
If you want to buy $ billion in XYZ Inc. common stock, who cares?|If you want to buy a house or a SUV, again, who cares?|0.2799999999999999|0.6054880023002625
billion . Everyone in the world at Mexico's current prosperity level.|"Everyone in the world at the current ""prosperity"" level of Northwest Africa."|0.306666666666666|0.6480926871299744
If you answer yes to  and no to  you are probably straight.|If you answer no to  but yes to  then you are probably straight.|0.62|0.8677971959114075
Sometimes I fantasize about having power.|Sometimes I, too, fantasise about bending people before my demented will.|0.8400000000000001|0.6423901915550232
My parents have told me it is bad for you.|My Sheriff has told me its bad for you.|0.5599999999999999|0.738128125667572
Atlas Shrugged It's also a stellar performer in terms of blithering idiocy.|It's also a stellar performer in terms of blithering idiocy.|0.72|0.7783740162849426
How would Martin not know that that was not the case?|How would Martin or anyone else know his intentions based on his actions?|0.48|0.6443702578544617
Regulation get the government into everything.|"""Get the government into everything?"""|0.48|0.7385457158088684
It's a common sense/deductive reasoning thing.|Hilited your common sense/deductive reasoning thing.|0.5|0.7684934139251709
Yes, I've assumed that all packaging would be recyclable in my argument.|I've assumed this as well in my argument.|0.5599999999999999|0.6645941138267517
Jury nullification does not mean that a law is unconstuitutional.|Jury nullification means a law isn't Constitutional?|0.72|0.840449333190918
It's just a bunch of cells.|"I'm ""a bunch of cells."""|0.44|0.8357832431793213
Mann's work was all about math.|Mann's work and the HS was all about Tree rings.|0.32|0.7043381333351135
I'm so sorry to hear this Kelly.|I'm so sorry, Kelly.|0.8|0.8652655482292175
I don't like flavored beers.|I don't like many flavored drinks.|0.6|0.8566510081291199
I hope everything is ok!|I hope your LO is ok.|0.32|0.8052459955215454
any woman that wants birth control can get it.|Any woman that wants and abortion can get one.|0.32|0.7860766053199768
S As you wish: Do you see Hitler killing Jews?|Do you see Hitler killing Jews?|0.92|0.7286288738250732
And I'm your friend Mitt.|Your good friend Mitt.|0.8|0.7290470600128174
It means its AN option.|Doesnt mean its a BAD option.|0.32|0.6316139101982117
I think you need to reread what I wrote.|You need to reread what I wrote.|1.0|0.9193771481513977
lets assume we have % white and % black.|Imagine a place that's % white and % black.|0.755555555555556|0.7310071587562561
"Mom busted in and said, ""What's that noise?"""|My kids busted in and said 'whats that Dad?'|0.36|0.7841401100158691
My best, Kutte My ex-fiance wouldn't use the VA or Navy doctor's.|Jay My ex-fiance wouldn't use the VA or Navy doctor's.|0.72|0.786588728427887
Holder filed a three-page letter.|The Judges orders a three-page letter to be filed.|0.5599999999999999|0.7426536679267883
@Lustig Andrei, Lustig, agreed.|@Lustig Andrei, Thank you, Lustig.|0.44|0.8867822885513306
This eclipses the old record of  set in .|This breaks the daily record of  set in .|0.96|0.8260194659233093
"Zimmerman replied, ""What are you doing here?"""|"Martin said, ""Why are you following me?"""|0.18|0.7096036076545715
I don't know how legitimate this is, but I heard he's kind of suicidal.|So, I don't know how legitimate this is but yeah.|0.32|0.7248583436012268
council tax Hasn't council tax been frozen for most people?|Hasn't council tax been frozen for most people?|0.96|0.8602451682090759
Your schtick is getting stale.|Your misogyny is getting messy.|0.08|0.616807222366333
Is that how it works?|Nah, that's not how it works.|0.32|0.8165323138237
Breathe In, Breathe Out, Move On.|buwhahahaha Breathe In, Breathe Out, Move On.|0.8800000000000001|0.8555785417556763
wait until they become more consistent and closer together.|wait for the contractions to get stronger and closer together.|0.76|0.7226008772850037
Obama is extreme and leftwing.|Obama is part of the extreme leftwing.|0.96|0.8784598112106323
@Frank Apisa, What you want to call it is up to you.|@Cyracuz, What you want to call it is up to you.|0.5|0.8959947824478149
Jury nullification has NOTHING to do with the Constitutionality of laws.|Jury nullification means a law isn't Constitutional?|0.52|0.7771747708320618
What conviction where you talking about before?|What conviction would that be?|0.8800000000000001|0.6372223496437073
So I actually read the OP and guess what I found out.|Furthermore I found this: So I actually read the OP and guess what I found out.|0.92|0.8670878410339355
The government does not determine if you are married or not.|The government doesnt have to declare you married before you can be married.|0.72|0.7493829131126404
Democracy is a threat to liberty.|Democracy has nothing to do with liberty.|0.36|0.7839977145195007
Hi Pro and Corn: How many threads do you plan on making?|How many threads do you plan on making?|0.8|0.7105318307876587
Tell me exactly which system isn't working right now?|So which system isn't working for us?|0.8|0.8234688639640808
Oh, and again asserts that marriage is a fundamental human right.|Particularly after stating that marriage is a fundamental human right.|0.8|0.7774780988693237
Why are Russians in Damascus?|Russians in Damascus!|0.8400000000000001|0.8948126435279846
Yes, it's about dilution.|Er, that's not how dilution works.|0.36|0.8005952835083008
Yeah, I don't think this is that controversial either.|I don't think what she's saying is that controversial.|0.76|0.8237254023551941
Operation Chaos is merely people voting.|Chaos is merely people voting.|0.8|0.9038174748420715
Originally Posted by JonD Doubtful.|Originally Posted by eleanor.ellis|0.24|0.6202415823936462
Classical Gas We are all vessels filled with many wonders.|The theme song to Cheers: We are all vessels filled with many wonders.|0.6|0.7185242772102356
to repeat: They are NOT as sovereign as they were before.|They are NOT as sovereign as they were before.|0.9|0.8959654569625854
Morals have absolutely nothing to do with it !|and morals and honesty have everything to do with it.|0.4|0.7521066069602966
i be having conversations will cornell west My dear brother.|i be having conversations will cornell west What the hell is this?|0.6|0.7137667536735535
There is no war in the Middle east.|"There is no ""WAR"" in the middle east."|0.92|0.8972969651222229
He had no intention of apprehending him.|- I didnt say he planned on apprehending him.|0.48|0.8330435156822205
We are all vessels filled with many wonders.|Put a Little Love in your Heart We are all vessels filled with many wonders.|0.72|0.7615501284599304
"You're ""a bunch of cells."""|"I'm ""a bunch of cells."""|0.48|0.9105930924415588
What is a girl douche?|You are a girl douche.|0.2799999999999999|0.7192073464393616
Jury nullification means a law isn't Constitutional?|No. Jury nullification does not mean that a law is unconstuitutional.|0.4|0.8084433674812317
It's definitely NOT what it used to be.|voted Voted It's definitely NOT what it used to be.|0.8|0.780404269695282
The onus is on the manufacturer of a product to convince consumers it is safe.|The manufacturer has to convince the government it's safe.|0.6799999999999999|0.8146620988845825
I think you are missing the point with entrepreneurs.|Again I think you are missing the point on the Twain quote.|0.16|0.7589231133460999
"""Cyclopes don't exist"" - fine."|"""Goblins don't exist"" - fine."|0.32|0.8377400040626526
"""In  it was a mental illness, now what are they teaching you?"""|He stated that it was a mental illness in , how is that bigotry?|0.32|0.5672585368156433
Landon And So This is Christmas We are all vessels filled with many wonders.|Play With Fire We are all vessels filled with many wonders.|0.36|0.7006960511207581
Bush gets zero credit for the budget under him.|And, Obama gets zero credit for the budget under him.|0.36|0.8993401527404785
. Sinful people do not get to heaven.|Or sin is removed upon entry to heaven.|0.36|0.6781806945800781
How long after the obliteration should the kid return to school?|How long after the obliteration should it no longer bother the kid?|0.6|0.781989336013794
Holly Holy We are all vessels filled with many wonders.|Say What You Will We are all vessels filled with many wonders.|0.76|0.7270793914794922
"What was the ""answer"" in Chicago?"|What will be the response in California?|0.24|0.734481155872345
The entire thing just makes no sense.|See that makes no sense.|0.8400000000000001|0.8498191237449646
Who supposedly operated the homicidal gas chambers?|Refresh your memory: Who supposedly operated the homicidal gas chambers?|0.96|0.8406662344932556
Therefore, the explanation of the existence of the universe is God.|If the universe has an explanation of its existence, that explanation is God.|0.72|0.8095555305480957
Genetic predisposition to cancer resistance is superior genetics.|Genetic predisposition to Alzheimer is inferior genetics.|0.2799999999999999|0.778609037399292
Do you notice the nonsensical things you are saying?|And to be fair, do you notice the nonsensical things you are saying?|0.914285714285714|0.8556668162345886
Use of force in defense of person.-A|Use of force by aggressor.|0.24|0.5654739737510681
That's what the data available shows.|That's what the historical record shows.|0.72|0.834277868270874
Joy to the World We are all vessels filled with many wonders.|The theme song to Cheers: We are all vessels filled with many wonders.|0.6|0.8015113472938538
I thought that was mostly just the Dutch.|In fact, it's just the Dutch.|0.52|0.7974662184715271
Ive watched kids play.|I like watching kids play.|0.44|0.8565461039543152
David @OmSigDAVID, I think Santorum's more likely than Gingrich.|@sozobe, I think Santorum's more likely than Gingrich.|0.96|0.8561468720436096
They're looking at each other!|Why are they looking at each other like that ?!?!|0.5599999999999999|0.7322885990142822
Are you driving one?|Are you driving a fucking Volt?|0.52|0.7117482423782349
Religion that does that I have a problem with.|Irreligion that doesn't do that I don't have a problem with.|0.2799999999999999|0.7229021191596985
I think he'd be better for American business interests overall.|Would he be better for American society?|0.32|0.7692151665687561
not a constitutional issue.|again, this is not a constitutional issue.|0.8800000000000001|0.902328610420227
YOU FOOLS..bought the  cover-up..hook..|Hi Eots: YOU FOOLS..bought the  cover-up..hook..|0.8400000000000001|0.8540531396865845
"""What does pressing the number one do?"""|"""Pressing the number one does English."""|0.32|0.754748523235321
What conviction would that be?|What conviction where you talking about before?|0.8800000000000001|0.6944183111190796
Originally Posted by spikdboy Not wishful thinking, rather realistic.|Originally Posted by objectivism Not wishful thinking, rather realistic.|0.76|0.8499557375907898
For the trillionth time, I've never said rehabilitation doesn't work.|"The point you quote should say ""I never said rehabilitation could never work."""|0.6799999999999999|0.7343582510948181
Charlie Rangel Censured Did anyone see the footage of this?|Did anyone see the footage of this?|0.6|0.7113339304924011
Red October standing by.|Red Fox standing by.|0.4|0.8270631432533264
That's just not how legal briefs are written.|That just isn't how legal reasoning works.|0.64|0.7763145565986633
No, none of those factors account for the recent warming.|You don't know if those factors account for the warming, or not.|0.6|0.8013991713523865
Stone notified Captain Lord.|He too notified Captain Lord.|0.6799999999999999|0.8250625729560852
The primary focus of Systematic Dialectics is syn chronic, not dia chronic.|Thus, Meta - System - atic Dialectic is Diachronico - Synchronic Dialectic.|0.44|0.6757655739784241
Are you driving one?|Are you driving a fucking Volt?|0.52|0.7117482423782349
And that is happening in GOP controlled states.|Michigan IS a GOP controlled state.|0.16|0.7904970645904541
in  Foxe basin was frozen.| Foxe was mostly frozen.|0.8400000000000001|0.6818966269493103
@Frank Apisa, Frank, I observe and perceive.|@cicerone imposter, Frank, I observe and perceive.|0.8400000000000001|0.6986472606658936
Government deciding what pregnancies need to be carried to term, that's fine.|Government spying on its own citizens, that's fine.|0.24|0.5379548668861389
Put a Little Love in your Heart We are all vessels filled with many wonders.|Landon And So This is Christmas We are all vessels filled with many wonders.|0.5599999999999999|0.6931809186935425
Higher than  per cent but not very high.|Lower than  per cent but not very low.|0.2|0.8962787389755249
What isn't how what was sold?|It's not how it was sold, gb.|0.32|0.6284344792366028
God definately does not exist.|God probably does not exist.|0.52|0.9080350399017334
Breathe In, Breathe Out, Move On.|buwhahahaha Breathe In, Breathe Out, Move On.|0.8800000000000001|0.8555789589881897
It is an excellent indicator of climate change.|I think we all agree on the nature of the change.|0.4|0.6343287825584412
The great thing about living here is there's space.|The bad thing is there's space.|0.36|0.7227135300636292
Ah ha, ha, ha, ha, ha!|Ha, ha, ha, ha, ha, ha!|0.9|0.9542184472084045
I don't understand how freedom of speech will be prohibited.|Your freedom of speech will be no more prohibited than it is today.|0.76|0.7600043416023254
The question needs to be asked.|It is a question that needs to be answered.|0.64|0.8303918242454529
You purport to value life very heavily.|I purport to value human life very highly.|0.5599999999999999|0.814685583114624
The Infestation posts.|The mosquitoes posts.|0.36|0.5876129269599915
i don't want a president who 'cares'.|don't want a president that is compassionate.|0.92|0.7666186690330505
do you have anything to make it less compelling or not?|Do you have anything to make it more compelling?|0.48|0.8012974858283997
For the trillionth time, I've never said rehabilitation doesn't work.|"The point you quote should say ""I never said rehabilitation could never work."""|0.6799999999999999|0.7343582510948181
Classical Gas We are all vessels filled with many wonders.|Time of the Season by the Zombies We are all vessels filled with many wonders.|0.48|0.7100048065185547
peeve So we agree that it came down essentially in freefall?|Do we agree that they came down essentially in freefall?|0.8|0.8588421940803528
Pro-life people do not want a woman to be able to choose abortion for herself.|Pro-choice people do not try to force an abortion on anyone.|0.2|0.7754718661308289
So answer the question.|Stop avoiding the question.|0.6799999999999999|0.7061855792999268
Haiti is a shithole.|Haiti has been a shithole.|0.8400000000000001|0.9337632060050964
I absolutely do believe there was an iceberg in those waters.|I don't believe there was any iceberg at all anywhere near the Titanic.|0.24|0.7097178101539612
The Face Of The Franchise: The worst part is that he's not even a Leafs fan!|The worst part is that he's not even a Leafs fan!|0.8800000000000001|0.7682851552963257
I agree completely I am hoping he is into a second term of office.|I am hoping he is into a second term of office.|0.8|0.8867754340171814
Jake with the assist.|Voracek with the goal.|0.08|0.6478615403175354
Is it possible his home was affected and the school was not?|Sure, it is possible his home was affected, but not the school.|0.64|0.8506495952606201
The people had awakened.|Because the people had awakened.|0.8400000000000001|0.9264540076255798
Umm the California was a cargo ship I dont care what the article says.|The California was a cargo ship.|0.8|0.7189786434173584
"Umm, that pretty clearly states, ""the statute is presumed constitutional."""|"And until they decide that, ""the statute is presumed constitutional."""|0.52|0.8216388821601868
Florida The ignorance is yours!|The ignorance is yours!|0.6799999999999999|0.8688233494758606
I'm going to shout for justice for Trayvon.|The people shouting for justice for Trayvon are all hypocrites.|0.32|0.6989145874977112
How do you know what's right and wrong?|How do you know which story is the right one?|0.44|0.7794097661972046
Ha, ha, ha, ha, ha, ha!|Ah ha, ha, ha, ha, ha!|1.0|0.9637601375579834
And Nugent was a complete fool to say what he said.|Natalie was a complete fool to have insulted their fan base.|0.12|0.6470217108726501
It is all Bush's fault.|Obama is Bush's fault.|0.24|0.8680452704429626
You should stop prefixing or suffixing everything with you hate Jews.|"I don't prefix or suffix everything with ""you hate Jews."""|0.48|0.7481392025947571
I missed the point where he said that black people were going to riot.|Never, did I ever, did I say blacks were going to riot.|0.48|0.716492235660553
Yet you didn't have to declare it.|And you didn't have to.|0.4|0.7629676461219788
Proverbs  John the Baptist was a Nazarite from birth.|John the Baptist was a Nazarite from birth.|0.92|0.8742445111274719
James : says faith without works is dead.|Paul did not preach faith without works.|0.44|0.678068220615387
billion . Everyone in the world at Mexico's current prosperity level.|"Everyone in the world at the current ""prosperity"" level of Northwest Africa."|0.306666666666666|0.6480926871299744
and videos Seismic data does not equal duration of collapse.|Seismic data does not equal duration of collapse.|0.92|0.8363783955574036
Originally Posted by Lone Fox You've said that multiple times now.|Originally Posted by Lone Fox And it's not all Iranian related either.|0.44|0.6493716835975647
You might not like Obamas views, but he has them.|You might not like the positions he holds, but atleast he has them.|0.52|0.701492428779602
But do you actually believe there was an iceberg in those waters?|I absolutely do believe there was an iceberg in those waters.|0.6|0.8319347500801086
There is simply no winning for Obama among conservatives.|This is rich coming from a conservative.|0.2799999999999999|0.5307060480117798
Satan represents indulgence instead of abstinence!|. Satan represents vengeance instead of turning the other cheek!|0.32|0.6257199645042419
Just so long as the tax on that sale is paid.|Just so long as the tax is paid.|0.76|0.8721737265586853
fix?: Islam itself is not political.|Islam has always been political.|0.24|0.6716246008872986
March  is also the date for the uprising in CHINA.|Originally posted by Vitchilo March  is also the date for the uprising in CHINA.|0.8|0.818432629108429
I hope everything is OK!|I hope everything is okay.|1.0|0.949128270149231
Do you understand why it's absurd to limit the question to US residents?|Do you understand why non-US residents are also relevant to the statistics?|0.64|0.7199050188064575
I have seen UFO over Warsaw in the past.|Respectfully submitted, Steve I have seen UFO over Warsaw in the past.|0.8|0.8155421614646912
depending on which action furthers their loony-tunes agenda of the moment.|depending on which action furthers their lonny-tunes agenda.|0.92|0.7521489262580872
Do you further agree that I have made no claim?|So that you will admit and verify that I have made no claim.|0.76|0.7954061627388
Zimmerman says that he was sucker punched by his car.|"His ""friends"" say that he was confronted by his car."|0.48|0.5548096299171448
"There is no ""WAR"" in the middle east."|There is no war in the Middle east.|0.92|0.8908897638320923
Part of pro-life is the opposition to legalized abortion.|"Pro-life also refers to just ""opposition to abortion""."|0.76|0.8235705494880676
Capital gains, top rate:  percent.| - Income, top rate:  percent.|0.5599999999999999|0.8303841948509216
Time of the Season by the Zombies We are all vessels filled with many wonders.|The theme song to Cheers: We are all vessels filled with many wonders.|0.5599999999999999|0.6950667500495911
No, I show you are willfully ignorant.|LOL, you are so ignorant.|0.8|0.6262285709381104
We are all vessels filled with many wonders.|Jingle Bell Rock by Bobby Helm We are all vessels filled with many wonders.|0.6|0.7780331969261169
the problem isn't who has money.|the problem is who doesn't have money.|0.4933333333333339|0.8267970085144043
Sadly Ford did accept taxpayer money.|Ford didn't accept taxpayer money to save the company.|0.5599999999999999|0.7216139435768127
The Muslims would say the same thing about the Qur'an.|The Hindus would say the same thing about the Bhagavad Ghita.|0.2|0.7678496241569519
Your confusion doesn't make me a liar.|Then your confusion doesn't make me a liar either.|0.76|0.9146248698234558
When Christians are extreme its just simply religion.|When Muslims are extreme it's terrorism.|0.32|0.7460511326789856
Some believe the 'right' is most important.|Some believe not slaughtering the unborn is most important.|0.24|0.55992192029953
Evolution is not an opinion, not a belief.|Atomic theory is not an opinion, not a belief.|0.32|0.859491765499115
I am not the one claiming the right to decide over another woman's body.|You want others to decide over a woman body.|0.5599999999999999|0.7237420678138733
Where in the world is Ron Paul?|Where in the world is the MEDIA??|0.16|0.6725638508796692
you have no remains of a missile at the pentagon.|you have no remains of an A- at the pentagon.|0.48|0.6518726944923401
"The point you quote should say ""I never said rehabilitation could never work."""|For the trillionth time, I've never said rehabilitation doesn't work.|0.6799999999999999|0.7475247979164124
billion . Everyone in the world at Mexico's current prosperity level.|"Everyone in the world at the current ""prosperity"" level of Northwest Africa."|0.306666666666666|0.6480928063392639
my hair is pretty thing tho :/ Quote: Ditto.|my hair is pretty thing tho :/ woops!|0.76|0.7614224553108215
It wouldn't stop joke marriages.|And I don't fight for marriage.|0.24|0.5626116991043091
You seem to think that poor people are not responsible for their actions.|People are responsible for their actions.|0.32|0.6724086403846741
Why did that transaction take place.|Did the transaction take place?|0.48|0.8269875049591064
It's about the baggage attached.|It's not the same thing.|0.0|0.42994752526283264
We are all vessels filled with many wonders.|Put a Little Love in your Heart We are all vessels filled with many wonders.|0.72|0.7615501284599304
the problem isn't who has money.|the problem is who doesn't have money.|0.4933333333333339|0.8267970085144043
What makes you think the owl didn't participate?|It doesn't say that it didn't participate.|0.32|0.6192020773887634
lol Looking forward to seeing your built-in's!|Look forward to seeing it!|0.36|0.6341024041175842
Originally Posted by jacko!|Originally Posted by IZZY!|0.24|0.8675810098648071
Thanks Candy for starting the thread.|Candy - Thanks for starting us off today.|0.96|0.8047179579734802
Except that it wasn't.|Except that they couldn't.|0.2|0.7219238877296448
If I owe you , dollars, I have a problem.|If I owe you a trillion dollars, you have a problem.|0.44|0.7395914196968079
If evidence is not provided to support a position; then it should be rejected.|If a position is unverifiable; then it should be rejected.|0.96|0.8525218367576599
Everyone else at the current prosperity level of Mexico.|"Everyone in the world at the current ""prosperity"" level of Northwest Africa."|0.2799999999999999|0.6810078024864197
Bush gets zero credit for the budget under him.|And, Obama gets zero credit for the budget under him.|0.36|0.8993402123451233
LOL Don't you have to take a test to drive a vehicle in the US?|Is there a test to own a firearm in the US?|0.16|0.7166220545768738
We both thought the movie was good and we didn't find it confusing in any way.|I thought it was good, and I didn't find it confusing.|0.64|0.8550024628639221
If God does not exist can anything be morally wrong?|I ask again if God does not exist can anything be morally wrong?|1.0|0.9166234135627747
A law is constitutional if it does not conflict with the Constitution.|To be unconsititutional means to violate the constitution.|0.72|0.6906728148460388
Originally Posted by muslim girl ooops sorry!|Originally Posted by muslim girl its not a complete impossibility.|0.24|0.6373035907745361
This is not your country.|This is our country.|0.2799999999999999|0.8327553272247314
Originally Posted by zaf I suppose the water in the middle makes a difference.|Originally Posted by zaf in the long term, yes.|0.2|0.718425989151001
Cone threw an  game.|Addie Joss Cone threw an  game.|0.8400000000000001|0.7392200231552124
Edited by LashL: Edited to properly mask profanity.|Edited by LashL: Edited to properly mask profanity in quoted post.|0.96|0.8791883587837219
The jury is not told about juror nullification.|The quote you provide has nothing to do with jury nullification.|0.32|0.6167557835578918
runs victim down Got any proof?|paranoid Got any proof?|0.2|0.7009342312812805
you don't use the search button much, do you?|you don't use the search button AT ALL, do you?|0.8400000000000001|0.8946396112442017
I don't think Paul has a shot.|Paul doesn't have a shot.|0.72|0.8204202651977539
Time of the Season by the Zombies We are all vessels filled with many wonders.|Joy to the World We are all vessels filled with many wonders.|0.64|0.706555187702179
Do you notice the nonsensical things you are saying?|And to be fair, do you notice the nonsensical things you are saying?|0.914285714285714|0.8556667566299438
What if they messed up a study?|What if they had a personal bias?|0.2|0.6608806252479553
Specifically a Baptist.|Specifically Gnostic.|0.24|0.7988705039024353
And a large part of the east coast.|And parts of the west coast.|0.16|0.8246772289276123
Why are you talking about women within the Hebrew tribes?|We were talking about women as war bounty were we not?|0.2799999999999999|0.5813920497894287
Last night Japanese forces attacked Hong Kong.|Last night Japanese forces attacked the Philippine Islands.|0.52|0.8462072014808655
". What is your definition of ""life force""?"|"What is your definition of ""soul""?"|0.72|0.7804265022277832
That is not direct responsibilty to the constituents.|Aye but they ARE responsible to their constituents.|0.52|0.7325835227966309
The ideology was built around violent expansion, so yes - VIOLENT expansion.|The ideology was built around violent expansion and race superiority.|0.8|0.6935897469520569
Could this have been an enema?|@ossobuco, Could this have been an enema?|0.92|0.8445292711257935
my final word: ignoring has the effect of normalizing.|taking advantage has the effect of reinforcing.|0.08|0.695365846157074
The problem likely will mean corrective changes before the shuttle fleet starts flying again.|He said the problem needs to be corrected before the space shuttle fleet is cleared to fly again.|0.8800000000000001|0.778376042842865
"SEC Chairman William Donaldson said there is a ""building confidence out there that the cop is on the beat."""|"""I think there's a building confidence that the cop is on the beat."""|0.6799999999999999|0.7902936339378357
Myanmar's pro-democracy leader Aung San Suu Kyi will return home late Friday but will remain in detention after recovering from surgery at a Yangon hospital, her personal physician said.|Myanmar's pro-democracy leader Aung San Suu Kyi will be kept under house arrest following her release from a hospital where she underwent surgery, her personal physician said Friday.|0.92|0.8057705163955688
Darren Dopp, a Spitzer spokesman, declined to comment late Thursday.|John Heine, a spokesman for the commission in Washington, declined to comment on Mr. Spitzer's criticism.|0.2799999999999999|0.739242434501648
In afternoon trading in Europe, France's CAC-40 advanced and Britain's FTSE 100 each gained 0.7 percent, while Germany's DAX index rose 0.6 percent.|In Europe, France's CAC-40 rose 1.3 percent, Britain's FTSE 100 declined 0.2 percent and Germany's DAX index gained 0.6 percent.|0.4|0.8193132877349854
Sens. John Kerry and Bob Graham declined invitations to speak.|The no-shows were Sens. John Kerry of Massachusetts and Bob Graham of Florida.|0.72|0.711069643497467
Page said it's also possible that genes on the Y chromosome may influence gender-specific differences in disease susceptibility.|He added that genes on the Y might play a role in influencing gender-specific differences in disease susceptibility.|0.8800000000000001|0.8522037267684937
One of the most well studied facets of temperament is how people respond to novelty.|One of the defining and well-studied characteristics of temperament is how people react to novelty.|0.96|0.8816995024681091
But butterflies exposed to an earlier light cycle, from 1am to 1pm, orientated themselves towards the south-east.|But butterflies housed under an earlier light cycle, 1 a.m. to 1 p.m., flew toward the southeast.|0.92|0.8176957964897156
"Dunlap won both the swimsuit competition and the talent portion of the competition, singing ""If I Could."""|"She won the talent portion singing ""If I Could"" and also won in evening wear."|0.5599999999999999|0.7747345566749573
South Asia follows, with 1.1 millions youths infected — 62 percent of them female.|Of the 1.1 million infected in south Asia, 62% are female.|0.8|0.816920816898346
An hour later, an Israeli helicopter fired missiles at a car in Gaza City, killing two Hamas officials and at least five other people.|An hour later Israeli attack helicopters rained missiles on a car in Gaza City, killing seven people, Palestinian sources said.|0.85|0.8114868998527527
AAA spokesman Jerry Cheske said prices may have affected some plans, but cheap hotel deals mitigated the effect.|AAA spokesman Jerry Cheske said prices might have affected some plans, but cheap hotel deals made up for it.|1.0|0.885566234588623
She countersued for $125 million, saying Gruner & Jahr broke its contract with her by cutting her out of key editorial decisions.|She countersued for $125 million, saying G+J broke its contract with her by cutting her out of key editorial decisions and manipulated the magazine's financial figures.|0.7|0.8416194319725037
The Standard Edition is $15,000 per processor or $300 per named user.|The Standard Edition One is a single processor version of the Oracle Standard Edition Database.|0.5|0.5216060876846313
Microsoft acquired Virtual PC when it bought the assets of Connectix earlier this year.|Microsoft acquired Virtual PC from its developer, Connectix, earlier this year.|0.8800000000000001|0.8168672919273376
Leon Williams' body was found inside his third-floor apartment at 196 Bay St., in Tompkinsville.|The dead man, Leon Williams, was found in his third-floor apartment.|0.6799999999999999|0.7611464858055115
It's the first such drill since the September 11 terrorist attacks on New York and Washington.|It is the nation's first large-scale counterterrorism exercise since the Sept. 11 terrorist attacks.|0.8|0.7977530360221863
Ursel Reisen confirmed it operated the coach, but gave no details other than to say the passengers were of mixed ages.|Ursel Reisen confirmed it had been operating the coach, but declined to give details of the passengers other than to say they were of mixed ages.|0.96|0.882317066192627
A total of 17 cases have been confirmed in the southern city of Basra, the Organization said.|A total of 17 confirmed cases of cholera were reported yesterday by the World Health Organisation in the southern Iraqi city of Basra.|0.72|0.7085182070732117
He was also expected to visit Yemen and Bahrain during his tour of the region.|Khatami, who arrived in Beirut Monday, was also to visit Syria, Yemen and Bahrain.|0.6799999999999999|0.7577418684959412
"General Myers told reporters that ""at first blush, it doesn't look like any rules were broken""."|"""At first blush, it doesn't look like any rules were broken,"" said Gen. Richard Myers, chairman of the Joint Chiefs of Staff."|0.72|0.8127083778381348
Proving that the Millville son's sacrifice would not go unsung, Mayor James Quinn ordered all city flags flown at half-mast for the next 30 days.|In Millville yesterday, Mayor James Quinn ordered all city flags flown at half-staff for the next 30 days.|0.6799999999999999|0.7529199719429016
Tom Kraynak, manager of operations and resources for the Canton, Ohio-based East Central Area Reliability Council, said that scenario is one among many that investigators are considering.|Tom Kraynak, manager of operations and resources for the Canton, Ohio-based East Central Area Reliability Council, said investigators are considering the scenario.|0.85|0.8765446543693542
They found molecules that can only be produced when ozone breaks down cholesterol.|And all of the samples contained molecules that can only be produced when cholesterol interacts with ozone.|0.85|0.820313036441803
It can store more than a gigabyte of information equivalent to around 12 hours of music in one cubic centimetre.|And it can store more than a gigabyte of information - equivalent to 1,000 high quality images or around 12 hours of music - in just one cubic centimetre.|0.7692|0.8149272799491882
Earlier this month, RIM had said it expected to report second-quarter earnings of between 7 cents and 11 cents a share.|Excluding legal fees and other charges it expected a loss of between 1 and 4 cents a share.|0.24|0.6485586166381836
"""For me, the Lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents,"" according to extracts released yesterday."|"""For me, the Lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents,"" Mrs Clinton writes."|0.64|0.864596426486969
In 2001 and 2002, wire transfers from 4 of the company's 40 accounts totaled more than $3.2 billion, prosecutors said.|Wire transfers from four of the 40 accounts open at Beacon Hill totaled more than $3.2 billion from 2001 to 2002, Morgenthau said.|0.76|0.7792521715164185
Stony Brook University launched the study in 1996, after earlier studies indicated a possible connection between electromagnetic fields and cancer.|The State University at Stony Brook launched the study in 1996, after earlier studies indicated a possible connection.|0.64|0.7826170325279236
"Earlier, they had defied a police order and cried ""Allahu Akbar"" (God is Greatest) as Bashir walked to his seat in the tightly guarded courtroom."|"Earlier, Bashir's supporters had defied a police order and cried ""Allahu Akbar (God is Greatest)"" as he walked to his seat."|0.8|0.8390598893165588
Metropolitan Ambulance spokesman James Howe said five people were taken to hospital and three were treated at the scene after yesterday's incident.|Spokesman James Howe said five children aged between 4 and 17 were taken to hospital with neck and chest injuries, while three others were treated at the scene.|0.6666000000000001|0.7123251557350159
But it is clear that the Joint Intelligence Committee was not involved.|This report was cleared by the Joint Intelligence Committee.|0.4|0.7705541849136353
About 22% of twentysomethings are obese, which is roughly 30 pounds over a healthy weight.|About 31 percent of Americans are now obese — roughly 30 or more pounds over a healthy weight.|0.52|0.8358753323554993
